#MCS	ActivatedTCell_Wall_contact_area	Total_cell_Wall_contact_area
111200	3228.0	3228.0
111300	3237.0	3237.0
111400	3232.0	3232.0
111500	3270.0	3270.0
111600	3284.0	3284.0
111700	3285.0	3285.0
111800	3272.0	3272.0
111900	3291.0	3291.0
112000	3298.0	3298.0
112100	3299.0	3299.0
112200	3293.0	3293.0
112300	3297.0	3297.0
112400	3302.0	3302.0
112500	3289.0	3289.0
112600	3292.0	3292.0
112700	3286.0	3286.0
112800	3299.0	3299.0
112900	3314.0	3314.0
113000	3304.0	3304.0
113100	3324.0	3324.0
113200	3341.0	3341.0
113300	3359.0	3359.0
113400	3360.0	3360.0
113500	3372.0	3372.0
113600	3363.0	3363.0
113700	3342.0	3342.0
113800	3360.0	3360.0
113900	3382.0	3382.0
114000	3396.0	3396.0
114100	3377.0	3377.0
114200	3393.0	3393.0
114300	3392.0	3392.0
114400	3397.0	3397.0
114500	3419.0	3419.0
114600	3409.0	3409.0
114700	3429.0	3429.0
114800	3426.0	3426.0
114900	3442.0	3442.0
115000	3436.0	3436.0
115100	3436.0	3436.0
115200	3432.0	3432.0
115300	3424.0	3424.0
115400	3423.0	3423.0
115500	3433.0	3433.0
115600	3431.0	3431.0
115700	3438.0	3438.0
115800	3448.0	3448.0
115900	3453.0	3453.0
116000	3446.0	3446.0
116100	3462.0	3462.0
116200	3470.0	3470.0
116300	3467.0	3467.0
116400	3482.0	3482.0
116500	3459.0	3459.0
116600	3476.0	3476.0
116700	3497.0	3497.0
116800	3494.0	3494.0
116900	3508.0	3508.0
117000	3482.0	3482.0
117100	3496.0	3496.0
117200	3505.0	3505.0
117300	3494.0	3494.0
117400	3504.0	3504.0
117500	3511.0	3511.0
117600	3499.0	3499.0
117700	3519.0	3519.0
117800	3560.0	3560.0
117900	3552.0	3552.0
118000	3554.0	3554.0
118100	3525.0	3525.0
118200	3567.0	3567.0
118300	3562.0	3562.0
118400	3565.0	3565.0
118500	3570.0	3570.0
118600	3566.0	3566.0
118700	3554.0	3554.0
118800	3558.0	3558.0
118900	3564.0	3564.0
119000	3582.0	3582.0
119100	3597.0	3597.0
119200	3585.0	3585.0
119300	3599.0	3599.0
119400	3578.0	3578.0
119500	3605.0	3605.0
119600	3582.0	3582.0
119700	3610.0	3610.0
119800	3616.0	3616.0
119900	3605.0	3605.0
120000	3602.0	3602.0
120100	3622.0	3622.0
120200	3643.0	3643.0
120300	3645.0	3645.0
120400	3634.0	3634.0
120500	3650.0	3650.0
120600	3647.0	3647.0
120700	3628.0	3628.0
120800	3632.0	3632.0
120900	3639.0	3639.0
121000	3671.0	3671.0
121100	3655.0	3655.0
121200	3672.0	3672.0
121300	3657.0	3657.0
121400	3682.0	3682.0
121500	3686.0	3686.0
121600	3685.0	3685.0
121700	3669.0	3669.0
121800	3677.0	3677.0
121900	3671.0	3671.0
122000	3682.0	3682.0
122100	3691.0	3691.0
122200	3686.0	3686.0
122300	3687.0	3687.0
122400	3690.0	3690.0
122500	3709.0	3709.0
122600	3684.0	3684.0
122700	3687.0	3687.0
122800	3706.0	3706.0
122900	3720.0	3720.0
123000	3721.0	3721.0
123100	3724.0	3724.0
123200	3729.0	3729.0
123300	3725.0	3725.0
123400	3703.0	3703.0
123500	3716.0	3716.0
123600	3716.0	3716.0
123700	3721.0	3721.0
123800	3740.0	3740.0
123900	3758.0	3758.0
124000	3754.0	3754.0
124100	3750.0	3750.0
124200	3753.0	3753.0
124300	3762.0	3762.0
124400	3774.0	3774.0
124500	3756.0	3756.0
124600	3747.0	3747.0
124700	3772.0	3772.0
124800	3761.0	3761.0
124900	3748.0	3748.0
125000	3753.0	3753.0
125100	3773.0	3773.0
125200	3759.0	3759.0
125300	3772.0	3772.0
125400	3776.0	3776.0
125500	3800.0	3800.0
125600	3792.0	3792.0
125700	3830.0	3830.0
125800	3786.0	3786.0
125900	3783.0	3783.0
126000	3813.0	3813.0
126100	3823.0	3823.0
126200	3812.0	3812.0
126300	3830.0	3830.0
126400	3828.0	3828.0
126500	3840.0	3840.0
126600	3853.0	3853.0
126700	3865.0	3865.0
126800	3840.0	3840.0
126900	3850.0	3850.0
127000	3846.0	3846.0
127100	3872.0	3872.0
127200	3868.0	3868.0
127300	3845.0	3845.0
127400	3881.0	3881.0
127500	3868.0	3868.0
127600	3895.0	3895.0
127700	3898.0	3898.0
127800	3895.0	3895.0
127900	3886.0	3886.0
128000	3890.0	3890.0
128100	3904.0	3904.0
128200	3923.0	3923.0
128300	3906.0	3906.0
128400	3908.0	3908.0
128500	3934.0	3934.0
128600	3932.0	3932.0
128700	3958.0	3958.0
128800	3948.0	3948.0
128900	3951.0	3951.0
129000	3942.0	3942.0
129100	3955.0	3955.0
129200	3956.0	3956.0
129300	3971.0	3971.0
129400	3980.0	3980.0
129500	3976.0	3976.0
129600	3966.0	3966.0
129700	4018.0	4018.0
129800	4021.0	4021.0
129900	4030.0	4030.0
130000	4020.0	4020.0
130100	4014.0	4014.0
130200	4037.0	4037.0
130300	4036.0	4036.0
130400	4041.0	4041.0
130500	4037.0	4037.0
130600	4038.0	4038.0
130700	4015.0	4015.0
130800	4034.0	4034.0
130900	4043.0	4043.0
131000	4051.0	4051.0
131100	4065.0	4065.0
131200	4058.0	4058.0
131300	4068.0	4068.0
131400	4073.0	4073.0
131500	4071.0	4071.0
131600	4061.0	4061.0
131700	4065.0	4065.0
131800	4059.0	4059.0
131900	4073.0	4073.0
132000	4071.0	4071.0
132100	4092.0	4092.0
132200	4086.0	4086.0
132300	4058.0	4058.0
132400	4086.0	4086.0
132500	4085.0	4085.0
132600	4076.0	4076.0
132700	4057.0	4057.0
132800	4061.0	4061.0
132900	4098.0	4098.0
133000	4095.0	4095.0
133100	4100.0	4100.0
133200	4084.0	4084.0
133300	4105.0	4105.0
133400	4111.0	4111.0
133500	4140.0	4140.0
133600	4137.0	4137.0
133700	4102.0	4102.0
133800	4113.0	4113.0
133900	4130.0	4130.0
134000	4106.0	4106.0
134100	4134.0	4134.0
134200	4133.0	4133.0
134300	4142.0	4142.0
134400	4143.0	4143.0
134500	4134.0	4134.0
134600	4127.0	4127.0
134700	4161.0	4161.0
134800	4181.0	4181.0
134900	4145.0	4145.0
135000	4151.0	4151.0
135100	4154.0	4154.0
135200	4172.0	4172.0
135300	4191.0	4191.0
135400	4198.0	4198.0
135500	4158.0	4158.0
135600	4180.0	4180.0
135700	4159.0	4159.0
135800	4189.0	4189.0
135900	4198.0	4198.0
136000	4179.0	4179.0
136100	4189.0	4189.0
136200	4179.0	4179.0
136300	4184.0	4184.0
136400	4219.0	4219.0
136500	4256.0	4256.0
136600	4197.0	4197.0
136700	4225.0	4225.0
136800	4236.0	4236.0
136900	4257.0	4257.0
137000	4268.0	4268.0
137100	4258.0	4258.0
137200	4284.0	4284.0
137300	4279.0	4279.0
137400	4293.0	4293.0
137500	4292.0	4292.0
137600	4315.0	4315.0
137700	4297.0	4297.0
137800	4316.0	4316.0
137900	4326.0	4326.0
138000	4318.0	4318.0
138100	4359.0	4359.0
138200	4343.0	4343.0
138300	4368.0	4368.0
138400	4351.0	4351.0
138500	4346.0	4346.0
138600	4354.0	4354.0
138700	4376.0	4376.0
138800	4388.0	4388.0
138900	4373.0	4373.0
139000	4397.0	4397.0
139100	4398.0	4398.0
139200	4414.0	4414.0
139300	4383.0	4383.0
139400	4400.0	4400.0
139500	4406.0	4406.0
139600	4443.0	4443.0
139700	4467.0	4467.0
139800	4443.0	4443.0
139900	4448.0	4448.0
140000	4449.0	4449.0
140100	4445.0	4445.0
140200	4457.0	4457.0
140300	4469.0	4469.0
140400	4483.0	4483.0
140500	4477.0	4477.0
140600	4484.0	4484.0
140700	4487.0	4487.0
140800	4520.0	4520.0
140900	4505.0	4505.0
141000	4495.0	4495.0
141100	4490.0	4490.0
141200	4516.0	4516.0
141300	4505.0	4505.0
141400	4514.0	4514.0
141500	4495.0	4495.0
141600	4511.0	4511.0
141700	4505.0	4505.0
141800	4509.0	4509.0
141900	4507.0	4507.0
142000	4516.0	4516.0
142100	4533.0	4533.0
142200	4530.0	4530.0
142300	4542.0	4542.0
142400	4523.0	4523.0
142500	4532.0	4532.0
142600	4544.0	4544.0
142700	4544.0	4544.0
142800	4560.0	4560.0
142900	4582.0	4582.0
143000	4583.0	4583.0
143100	4611.0	4611.0
143200	4577.0	4577.0
143300	4597.0	4597.0
143400	4607.0	4607.0
143500	4622.0	4622.0
143600	4608.0	4608.0
143700	4619.0	4619.0
143800	4611.0	4611.0
143900	4619.0	4619.0
144000	4586.0	4586.0
144100	4613.0	4613.0
144200	4623.0	4623.0
144300	4631.0	4631.0
144400	4632.0	4632.0
144500	4650.0	4650.0
144600	4678.0	4678.0
144700	4683.0	4683.0
144800	4660.0	4660.0
144900	4671.0	4671.0
145000	4682.0	4682.0
145100	4659.0	4659.0
145200	4646.0	4646.0
145300	4662.0	4662.0
145400	4677.0	4677.0
145500	4703.0	4703.0
145600	4698.0	4698.0
145700	4688.0	4688.0
145800	4740.0	4740.0
145900	4724.0	4724.0
146000	4765.0	4765.0
146100	4740.0	4740.0
146200	4730.0	4730.0
146300	4763.0	4763.0
146400	4754.0	4754.0
146500	4740.0	4740.0
146600	4759.0	4759.0
146700	4771.0	4771.0
146800	4763.0	4763.0
146900	4796.0	4796.0
147000	4795.0	4795.0
147100	4795.0	4795.0
147200	4832.0	4832.0
147300	4843.0	4843.0
147400	4864.0	4864.0
147500	4844.0	4844.0
147600	4820.0	4820.0
147700	4849.0	4849.0
147800	4830.0	4830.0
147900	4850.0	4850.0
148000	4834.0	4834.0
148100	4838.0	4838.0
148200	4861.0	4861.0
148300	4849.0	4849.0
148400	4859.0	4859.0
148500	4882.0	4882.0
148600	4864.0	4864.0
148700	4901.0	4901.0
148800	4899.0	4899.0
148900	4913.0	4913.0
149000	4923.0	4923.0
149100	4914.0	4914.0
149200	4933.0	4933.0
149300	4970.0	4970.0
149400	4961.0	4961.0
149500	4967.0	4967.0
149600	4965.0	4965.0
149700	4957.0	4957.0
149800	4982.0	4982.0
149900	4973.0	4973.0
150000	4988.0	4988.0
150100	4980.0	4980.0
150200	4959.0	4959.0
150300	4986.0	4986.0
150400	4995.0	4995.0
150500	4967.0	4967.0
150600	4976.0	4976.0
150700	4980.0	4980.0
150800	4984.0	4984.0
150900	4982.0	4982.0
151000	4998.0	4998.0
151100	4983.0	4983.0
151200	4985.0	4985.0
151300	4992.0	4992.0
