#MCS	Surface_energy
74200	5145.6020160883145
74300	5214.658030964734
74400	5087.998804997321
74500	4621.79831008483
74600	5578.058468820089
74700	5209.815565854173
74800	4989.374726814243
74900	5259.4767821557925
75000	5012.16186025685
75100	4789.3544987705645
75200	4918.793589002104
75300	4638.010902052156
75400	4976.569199714655
75500	5095.501182930633
75600	5674.701029706814
75700	5507.7482392722995
75800	5562.387879435678
75900	5319.567417029026
76000	5099.932825123823
76100	5533.904246449578
76200	5304.974064022536
76300	4855.266380908942
76400	5886.559719737458
76500	5443.214642060665
76600	4921.635767543985
76700	5669.929720338732
76800	5080.477887859728
76900	5545.592999443424
77000	5768.292341316256
77100	5343.998900801069
77200	5177.853138774945
77300	5937.921217725954
77400	5305.87500814675
77500	4797.997189219299
77600	5508.14871773362
77700	5227.441340573284
77800	5485.436484808005
77900	5634.263019911923
78000	5442.941450537834
78100	5533.433121718348
78200	5216.213194690407
78300	5240.797199568469
78400	5228.917520436077
78500	5555.244437208459
78600	5469.880378622672
78700	5660.201012566117
78800	5373.230556083562
78900	5261.35226980147
79000	5544.1380657548525
79100	5388.883280371947
79200	5735.503942548921
79300	5119.546167997746
79400	5559.9996585875
79500	5447.141923430303
79600	5797.400921029417
79700	5482.861073123576
79800	6246.43873017932
79900	5763.0419877365275
80000	5487.288889344285
80100	5874.329436657631
80200	4998.037623972535
80300	5535.382173987662
80400	5332.822389568129
80500	5552.391320490379
80600	5763.851499249047
80700	5674.31024559446
80800	5365.834598763047
80900	5837.108980782612
81000	5414.1776611231335
81100	5742.772132759465
81200	5556.7777084382005
81300	5525.523682218303
81400	5688.429299375397
81500	6081.62535257826
81600	5849.210183997064
81700	5544.380589022587
81800	5756.490721276361
81900	5190.914532516605
82000	5663.475805605894
82100	5928.707663645941
82200	5749.218392223021
82300	6086.799320712459
82400	6429.1907517602285
82500	5219.6972267374695
82600	5611.746741116668
82700	5370.296351663779
82800	5785.036770247198
82900	5822.5964286721655
83000	5639.617602666266
83100	5465.705658598966
83200	5508.080835923437
83300	5796.974253833171
83400	5378.747183676953
83500	5446.26614875564
83600	5749.618029596304
83700	5728.690974561278
83800	5347.910972331026
83900	5134.730778596761
84000	6279.471007575925
84100	5316.485779097154
84200	5432.54128892103
84300	5603.730035858852
84400	6037.75231784155
84500	5590.973373310225
84600	5505.960096156328
84700	5703.0806243361085
84800	5802.695683389605
84900	5970.199381764431
85000	5817.017331284344
85100	5395.428635651869
85200	5474.057397435623
85300	5431.978863642317
85400	5526.357015813472
85500	5710.2218418636485
85600	5937.341540531078
85700	5554.688339255658
85800	5761.344857554903
85900	5728.762111189755
86000	5753.063771486235
86100	5723.070315285759
86200	5722.152173984072
86300	5337.782023802821
86400	6139.838949234294
86500	5597.414998088711
86600	6271.374237337892
86700	5554.113192054314
86800	5541.814095385549
86900	5884.990782060852
87000	6066.319061381052
87100	5653.411268154289
87200	6210.2901719474985
87300	6079.545785402598
87400	5720.645294403727
87500	5060.797010902251
87600	5426.388687626415
87700	5916.280019883477
87800	5613.11693517189
87900	5579.928487340275
88000	5351.65707283348
88100	5711.188973100176
88200	5449.898360526603
88300	5989.201861758324
88400	5855.825797434536
88500	5637.9056859347365
88600	5100.648130628933
88700	6406.770804825808
88800	5451.865587051024
88900	5665.376718006805
89000	5586.059445086014
89100	5638.556836530082
89200	6342.042820923268
89300	5835.565513955207
89400	6084.515022746733
89500	5846.1654205195
89600	5758.296160583806
89700	5584.851276928892
89800	5555.568400873313
89900	5922.6369925000745
90000	5738.757960944728
90100	5609.899917272582
90200	5936.67237335258
90300	5087.511376539734
90400	6116.396071556861
90500	5739.37798316703
90600	5207.629156971725
90700	5597.646986380222
90800	5828.884500721152
90900	5905.345226645043
91000	5642.211246337849
91100	6374.312220911382
91200	6464.684289006125
91300	5553.837865216312
91400	6174.234971386521
91500	5629.5084773563285
91600	5707.347402275808
91700	6372.781349298372
91800	6068.111196726708
91900	5552.831242184986
92000	6146.174974971973
92100	5485.88740413392
92200	6090.1625899168885
92300	5523.189023013562
92400	5702.303040392778
92500	5793.567399023279
92600	5625.2465011941495
92700	5991.502847086959
92800	6000.28552357197
92900	5524.020047184007
93000	6035.1746847634695
93100	5712.8221266794835
93200	5549.39644458893
93300	5155.708357788398
93400	5556.886888625766
93500	5890.218305436846
93600	5673.432390248153
93700	6177.717811561306
93800	6592.191271236953
93900	5768.186494266384
94000	6086.990913640634
