#MCS	Mean_volume
142600	48.02030456852792
142700	48.02278481012658
142800	48.03787878787879
142900	48.14646464646464
143000	48.14824120603015
143100	47.99248120300752
143200	47.795
143300	47.86
143400	47.96
143500	47.81296758104738
143600	47.593052109181144
143700	47.754342431761785
143800	47.925558312655085
143900	47.90074441687345
144000	47.898514851485146
144100	47.54320987654321
144200	47.669135802469135
144300	47.84197530864198
144400	47.84975369458128
144500	47.71744471744472
144600	47.63569682151589
144700	47.40487804878049
144800	47.48905109489051
144900	47.45388349514563
145000	47.193236714975846
145100	47.15942028985507
145200	47.31400966183575
145300	47.28502415458937
145400	47.591787439613526
145500	47.47826086956522
145600	47.606280193236714
145700	47.57349397590362
145800	47.734939759036145
145900	47.61057692307692
146000	47.378896882494004
146100	47.33253588516747
146200	47.30071599045346
146300	47.54653937947494
146400	47.47380952380952
146500	47.3396674584323
146600	47.42280285035629
146700	47.372037914691944
146800	47.45260663507109
146900	47.44549763033175
147000	47.507109004739334
147100	47.720379146919434
147200	47.551886792452834
147300	47.464622641509436
147400	47.674528301886795
147500	47.64150943396226
147600	47.780660377358494
147700	47.799528301886795
147800	47.95990566037736
147900	47.8164705882353
148000	47.974117647058826
148100	48.002347417840376
148200	47.913145539906104
148300	48.014084507042256
148400	47.70629370629371
148500	47.63869463869464
148600	47.74592074592075
148700	48.10489510489511
148800	48.11188811188811
148900	48.11888111888112
149000	48.21212121212121
149100	48.03248259860789
149200	48.04408352668214
149300	47.838337182448036
149400	47.96073903002309
149500	48.00691244239631
149600	48.00230414746544
149700	48.02073732718894
149800	48.14746543778802
149900	48.172811059907836
150000	48.21198156682028
150100	48.14942528735632
150200	48.220689655172414
150300	48.39310344827586
150400	48.09403669724771
150500	48.39678899082569
150600	48.43807339449541
150700	48.36842105263158
150800	48.56979405034325
150900	48.526315789473685
151000	48.470319634703195
151100	48.43280182232346
151200	48.445454545454545
151300	48.10407239819005
151400	48.18552036199095
151500	48.373303167420815
151600	48.37782805429864
151700	48.463800904977376
151800	48.43115124153499
151900	48.26067415730337
152000	48.082959641255606
152100	48.210290827740494
152200	48.24384787472036
152300	48.29082774049217
152400	48.474272930648766
152500	48.44742729306488
152600	48.57046979865772
152700	48.651006711409394
152800	48.667410714285715
152900	48.57142857142857
153000	48.620535714285715
153100	48.60133630289533
153200	48.57015590200445
153300	48.89086859688196
153400	48.797777777777775
153500	48.72727272727273
153600	48.59513274336283
153700	48.703539823008846
153800	48.68653421633554
153900	48.81456953642384
154000	48.88300220750552
154100	48.93156732891832
154200	49.06843267108168
154300	48.97136563876652
154400	49.00440528634361
154500	48.93846153846154
154600	49.01538461538462
154700	49.18681318681319
154800	49.23516483516484
154900	49.285714285714285
155000	49.098684210526315
155100	49.161925601750546
155200	49.07002188183807
155300	49.05240174672489
155400	48.95642701525055
155500	49.16557734204793
155600	49.006521739130434
155700	49.16702819956616
155800	48.97402597402598
155900	49.01731601731602
156000	49.108225108225106
156100	49.05831533477322
156200	49.019396551724135
156300	49.0323275862069
156400	49.03010752688172
156500	48.892703862660944
156600	49.107296137339056
156700	48.792735042735046
156800	48.886752136752136
156900	48.88247863247863
157000	48.75479744136461
157100	49.0
157200	49.18763326226013
157300	48.968152866242036
157400	48.89808917197452
157500	48.91101694915254
157600	49.02542372881356
157700	48.98728813559322
157800	48.940677966101696
157900	48.85021097046413
158000	49.073839662447256
158100	49.12447257383966
158200	49.16877637130802
158300	49.25105485232068
158400	49.18526315789474
158500	49.23789473684211
158600	49.0020964360587
158700	49.00418410041841
158800	49.02719665271967
158900	48.80833333333333
159000	48.989583333333336
159100	48.916666666666664
159200	48.86486486486486
159300	48.58884297520661
159400	48.72107438016529
159500	48.8099173553719
159600	48.86363636363637
159700	48.849173553719005
159800	48.989669421487605
159900	49.00826446280992
160000	49.16528925619835
160100	49.28512396694215
160200	49.28719008264463
160300	49.25979381443299
160400	49.1958762886598
160500	49.211934156378604
160600	49.42798353909465
160700	49.483539094650205
160800	49.47942386831276
160900	49.483539094650205
161000	49.681069958847736
161100	49.634496919917865
161200	49.616016427104725
161300	49.78850102669404
161400	49.92813141683778
161500	49.885245901639344
161600	49.81147540983606
161700	49.91393442622951
161800	49.875255623721884
