#MCS	Mean_pressure	{Cells_over_pressure_threshold}
49500	33.7348683068491	41
49600	33.160532157667646	40
49700	33.276945976928104	38
49800	32.45098479869621	33
49900	32.91460053711341	39
50000	33.64250244233855	39
50100	33.28222672749429	37
50200	33.25925780462486	40
50300	33.90740580046755	43
50400	33.13327813778954	37
50500	33.48120706528111	40
50600	32.874124069270636	32
50700	33.55649485267686	41
50800	33.453916511256516	41
50900	32.53853769994583	36
51000	32.870637961568576	37
51100	33.73720446075493	48
51200	32.69114162597987	36
51300	33.140130044424005	38
51400	33.156658677688974	37
51500	33.10583411168505	34
51600	32.93264721431394	38
51700	33.65154059581735	40
51800	33.40668025463421	40
51900	33.580544937284316	39
52000	33.63957055378863	41
52100	33.34513892984206	38
52200	33.11872707957343	35
52300	33.76557493598056	40
52400	33.54042428064382	42
52500	33.81865806576218	40
52600	32.70704499001595	37
52700	33.680709563356864	41
52800	33.79937149340961	46
52900	32.57014356175025	34
53000	33.167132473582036	35
53100	33.26866075001728	37
53200	33.28195003955437	37
53300	33.153373808100426	38
53400	32.645914117462304	31
53500	33.35304167554003	40
53600	33.171162792321375	34
53700	32.54398882427891	34
53800	33.03534322556117	39
53900	32.90080796021013	33
54000	32.562397914690486	37
54100	32.962078097102946	39
54200	32.41039130371434	28
54300	32.8694446463467	32
54400	32.956471783969874	38
54500	32.54063761606116	33
54600	33.17070528666958	36
54700	32.47750995539267	35
54800	33.33323141701403	37
54900	32.96276579693248	34
55000	33.25716586958123	35
55100	32.619693164181136	32
55200	32.59336635353209	29
55300	32.81920067097019	32
55400	32.3638480377579	30
55500	32.65268018150366	32
55600	33.02753129539382	32
55700	32.428426179080276	30
55800	32.0035686558793	30
55900	33.389006757440676	41
56000	32.82007664996855	38
56100	32.97368281321187	35
56200	32.792466428595475	32
56300	32.32751238442233	25
56400	33.13399858539268	38
56500	32.25683198409143	31
56600	32.916945455776236	35
56700	33.18337307144567	34
56800	32.54929960148642	33
56900	32.41157456616708	34
57000	32.784570748018986	39
57100	32.71797746745052	33
57200	32.712472963338264	36
57300	32.253009136706886	33
57400	32.206239972209474	28
57500	33.073508391829584	40
57600	32.79062285838178	36
57700	32.44241506237252	31
57800	32.56583025824961	32
57900	32.865660648046024	39
58000	32.30838711133952	35
58100	32.50615445249287	37
58200	32.697335083208735	37
58300	32.88091105641965	35
58400	32.989485075046915	34
58500	32.69525073037074	36
58600	32.591448119694924	34
58700	32.65375694721562	34
58800	32.194340160278266	26
58900	32.31694978812556	34
59000	32.070378903374774	31
59100	31.87001510070401	29
59200	33.00089192501928	38
59300	32.73894313193416	32
59400	32.37134126317317	37
59500	32.36328433991332	33
59600	32.508556242079116	36
59700	32.12325730747669	32
59800	32.337874489817786	30
59900	32.022553771194886	25
60000	32.58758831347595	34
60100	32.012714961546244	22
60200	32.306095631626015	33
60300	32.09850488290509	28
60400	32.234980417344524	31
60500	32.02914201892573	31
60600	32.05881211952877	35
60700	32.09038484713189	27
60800	32.16832371312747	31
60900	32.45379621620129	34
61000	31.345029962265805	23
61100	31.76040905578067	22
61200	31.876277878312948	27
61300	32.0477661698295	28
