#MCS	VS_mean
0	0.41112168369752367
100	0.3783618233618234
200	0.38876739926739934
300	0.38268315018315024
400	0.37378652828652836
500	0.3675503663003662
600	0.375366452991453
700	0.37737118437118444
800	0.39012962962962966
900	0.38122649572649575
1000	0.3678992673992675
1100	0.37207264957264957
1200	0.37636146723646735
1300	0.377161223036223
1400	0.3809126984126985
1500	0.38388278388278396
1600	0.3718906695156695
1700	0.3703276862026863
1800	0.37530056980056975
1900	0.3808361823361824
2000	0.3637094017094017
2100	0.3836469271469272
2200	0.3796488603988605
2300	0.3785736670736672
2400	0.37537321937321944
2500	0.3684794464794466
2600	0.36832193732193735
2700	0.37980331705331716
2800	0.38685790598290604
2900	0.3852596662596663
3000	0.37239886039886044
3100	0.37164774114774113
3200	0.3805590659340659
3300	0.3634102564102565
3400	0.3709750712250713
3500	0.37267958892958897
3600	0.36809045584045585
3700	0.3726131461131462
3800	0.3786756206756206
3900	0.38095767195767205
4000	0.37168080993080993
4100	0.3753889397639397
4200	0.37990608465608466
4300	0.37136426536426537
4400	0.38086284086284083
4500	0.3735258002866698
4600	0.3718490028490028
4700	0.3714519230769231
4800	0.37299552299552297
4900	0.37932264957264955
5000	0.3709285714285714
5100	0.37638095238095237
5200	0.3866334961334962
5300	0.37565740740740733
5400	0.3906394993894994
5500	0.3699358974358975
5600	0.38563858363858367
5700	0.37864903232144614
5800	0.38230056980056987
5900	0.37159574684574687
6000	0.3780876068376069
6100	0.378405982905983
6200	0.37704848392348395
6300	0.37302706552706555
6400	0.3769558404558406
6500	0.3799643874643875
6600	0.38285042735042746
6700	0.3826495726495726
6800	0.37287993487993487
6900	0.3805593203093204
7000	0.3708830338341208
7100	0.3796247456247457
7200	0.37782275132275134
7300	0.38169632239740936
7400	0.36679456654456655
7500	0.3839720187220187
7600	0.38022893772893773
7700	0.38016076516076514
7800	0.387728021978022
7900	0.3720220797720798
8000	0.3698514957264957
8100	0.3738351648351649
8200	0.3776985144485145
8300	0.37595049857549856
8400	0.38953881766381765
8500	0.3701381766381767
8600	0.37643732193732193
8700	0.37673921448921444
8800	0.37532264957264955
8900	0.36913644688644687
9000	0.3763346560846562
9100	0.3856794871794872
9200	0.3672868282738973
9300	0.38054985754985754
9400	0.36547746235246226
9500	0.38356588319088325
9600	0.378417378917379
9700	0.3782673992673992
9800	0.37114194139194145
9900	0.3753799348799348
10000	0.3786267806267807
10100	0.38151811151811155
10200	0.37242460317460313
10300	0.36396825396825394
10400	0.3664628612128612
10500	0.3810067663817664
10600	0.3870850122100123
10700	0.38345197395197395
10800	0.368614367114367
10900	0.3808519536019536
11000	0.38422568172568183
11100	0.36604843304843315
11200	0.3699729344729345
11300	0.38265913715913713
11400	0.38025101750101753
11500	0.38651475376475386
11600	0.3796895604395604
11700	0.371778897028897
11800	0.37578663003663004
11900	0.3758642653642653
12000	0.3802379934879935
12100	0.3616067884860988
12200	0.3797297517297518
12300	0.38368660968660967
12400	0.3776930199430199
12500	0.38576607651607653
12600	0.37627635327635334
12700	0.3842183557183557
12800	0.36563817663817655
12900	0.38045512820512817
13000	0.3836575091575092
13100	0.3896139601139602
13200	0.3741792836792837
13300	0.38091880341880346
13400	0.3798276353276354
13500	0.3772954822954824
13600	0.3835328652828653
13700	0.37646387871387876
13800	0.37662428774928774
13900	0.3843923483923485
14000	0.37247410459910457
14100	0.3820418192918193
14200	0.3831981074481075
14300	0.38826821326821326
14400	0.3643388278388279
14500	0.3842086894586895
14600	0.3761777574277574
14700	0.3730335775335775
14800	0.3783904151404151
14900	0.378721916971917
15000	0.36516987179487187
15100	0.37459411884411875
15200	0.38220787545787543
15300	0.37832743182743184
15400	0.3835591168091169
15500	0.364897385022385
15600	0.3815498575498576
15700	0.37330484330484337
15800	0.3791139601139602
15900	0.3824338624338625
16000	0.37935012210012214
16100	0.37210785510785505
16200	0.37421367521367527
16300	0.3796153846153846
16400	0.36857193732193727
16500	0.38185363247863247
16600	0.36807407407407405
16700	0.379598137973138
16800	0.38183526658526656
16900	0.37511263736263734
17000	0.3789038461538462
17100	0.366514245014245
17200	0.3715922364672365
17300	0.3779855514855515
17400	0.3745605413105414
17500	0.37307264957264963
17600	0.374548433048433
17700	0.3857710622710623
17800	0.3710623728123728
17900	0.38476638176638184
18000	0.37949511599511615
18100	0.37649404761904764
18200	0.38354955229955234
18300	0.3667531542531543
18400	0.3843382682132683
18500	0.3796919515669515
18600	0.3775564447629665
18700	0.3717642450142451
18800	0.37619042531542535
18900	0.37600213675213673
19000	0.3636111111111111
19100	0.37375284900284905
19200	0.3792165242165242
19300	0.3689358974358975
19400	0.39036843711843705
19500	0.3740245217745217
19600	0.3744089336589337
19700	0.3677159137159137
19800	0.3761449430199431
19900	0.3845263532763533
20000	0.3661730769230768
20100	0.36624928774928767
20200	0.3745786528286529
20300	0.3819502442002442
20400	0.38435327635327643
20500	0.37928632478632485
20600	0.3689658119658119
20700	0.3754372201872203
20800	0.3744173789173789
20900	0.3816696174196174
21000	0.3928706756206757
21100	0.3734131054131054
21200	0.36129594017094013
21300	0.3797920227920228
21400	0.3815883190883191
21500	0.3750811965811966
21600	0.38798433048433056
21700	0.3695897435897436
21800	0.3708454415954415
21900	0.37199287749287746
22000	0.37215588115588116
22100	0.377019943019943
22200	0.38392450142450146
22300	0.3832055352055353
22400	0.37773656898656893
22500	0.36131954619454626
22600	0.37964682539682537
22700	0.37344159544159555
22800	0.3701505901505901
22900	0.3796867114367114
23000	0.3727792022792023
23100	0.38229370342301383
23200	0.36827426739926744
23300	0.3794687118437119
23400	0.38204380341880345
23500	0.37316910866910874
23600	0.38108124745624744
23700	0.3787834757834758
23800	0.37841657818831737
23900	0.3859188034188035
24000	0.375480056980057
24100	0.3860512820512821
24200	0.3774199735449736
24300	0.37686467236467236
24400	0.37353276353276355
24500	0.37713532763532764
24600	0.37543554131054135
24700	0.3766267806267806
24800	0.36918793243793246
24900	0.37050142450142437
25000	0.3801996336996338
25100	0.3866801994301995
25200	0.37395177045177047
25300	0.382960113960114
25400	0.37017094017094015
25500	0.37530769230769234
25600	0.36945258445258444
25700	0.38570512820512826
25800	0.3733433048433049
25900	0.3763976393976393
26000	0.37064550264550267
26100	0.37587749287749284
26200	0.3763703703703704
26300	0.3688653846153846
26400	0.38117343304843304
26500	0.3760114977614978
26600	0.37939916564916565
26700	0.37271367521367516
26800	0.3856746031746031
26900	0.3706328192741236
27000	0.376293142043142
27100	0.36610648148148156
27200	0.3637168803418803
27300	0.38019419006919
27400	0.37155828877380603
27500	0.36704273504273494
27600	0.3825922364672365
27700	0.37610826210826204
27800	0.3770798229548229
27900	0.3759658119658119
28000	0.3740494505494505
28100	0.3679465811965811
28200	0.3722009055759056
28300	0.3754583333333333
28400	0.3875648148148148
28500	0.3760011297769918
28600	0.3801452991452992
28700	0.3683945868945869
28800	0.3766039886039885
28900	0.3702745217745217
29000	0.3820075295075295
29100	0.3758936202686203
29200	0.3782025265602852
29300	0.37395197395197394
29400	0.37209503459503457
29500	0.37256552706552704
29600	0.3739349816849816
29700	0.3888722018722019
29800	0.38348005698005705
29900	0.3780853683353683
30000	0.37516676841676844
30100	0.38387037037037036
30200	0.3691634615384615
30300	0.38206623931623934
30400	0.37519088319088323
30500	0.3661723137973138
30600	0.36994230769230757
30700	0.3850847578347579
30800	0.3708823768823769
30900	0.38203409680995887
31000	0.36795118802015364
31100	0.38077309727309727
31200	0.3713412698412698
31300	0.37987820512820514
31400	0.39270553520553525
31500	0.3742707061457062
31600	0.3740470085470085
31700	0.371934472934473
31800	0.37915689865689867
31900	0.38154415954415954
32000	0.3786187423687423
32100	0.37957560032560034
32200	0.3883935185185186
32300	0.38094515669515683
32400	0.3831931216931218
32500	0.3728689458689458
32600	0.3746359241014413
32700	0.381629477004477
32800	0.37602564102564107
32900	0.3746745014245015
33000	0.37688268213268195
33100	0.3770072242572243
33200	0.3771632071632073
33300	0.3808185795685796
33400	0.37161894586894584
33500	0.37582203907203915
33600	0.3756588319088319
33700	0.3811745014245015
33800	0.3733938746438747
33900	0.38607149874391256
34000	0.376025641025641
34100	0.38042012617012616
34200	0.36777625152625154
