#MCS	Volume_Energy
0	3920.0
10	12.800219727505464
20	12.800463871390093
30	12.800708017603029
40	0.7997619805973954
50	12.801196317013819
60	12.801440470211674
70	12.801684625737835
80	0.7995178949204274
90	0.7994568793219514
100	12.802417106286157
110	12.802661271125544
120	0.7992738464963622
130	19.60281992563978
140	3.5986085329204798
150	3.598425465170294
160	11.601172089576721
170	19.60452907020226
180	19.604956367984414
190	3.59769324073568
200	19.60581097751856
210	67.6106938556768
220	11.601904863491654
230	67.61215884471312
240	11.602149158716202
250	19.607947582844645
260	30.20609787781723
270	32.203320875996724
280	8.20368719403632
290	30.207929253811017
300	68.21284270961769
310	8.204603098565713
320	30.209760713623837
330	32.20515271299519
340	48.20551908691414
350	30.21159225725569
360	10.19999575917609
370	68.2192525418941
380	30.21342388470657
390	90.50498711454566
400	64.51336441954481
410	48.51434123047511
420	47.510728928027675
430	65.52095259889029
440	90.52748366142623
450	49.50206283829175
460	139.53651752206497
470	89.52656914829277
480	23.515033879084513
490	21.502674653893337
500	44.52342701959424
510	96.79660698224325
520	214.59061472778558
530	157.0812768464384
540	214.09273673183634
550	289.10473256430123
560	116.07751149043906
570	145.08993278781418
580	119.09243590955157
590	139.57641489862
600	183.60302698158193
610	227.09924359398428
620	151.6084912494989
630	89.58178923523519
640	604.259369160427
650	392.4559089151444
660	433.7160112784477
670	356.9391006081423
680	535.983545788331
690	597.4998434341978
700	481.9957248948049
710	504.51467771898024
720	334.98437524656765
730	316.22006405959837
740	344.7114597342443
750	309.7435354150366
760	558.4690008380858
770	1528.205359215499
780	1609.1340356502042
790	1713.040516689216
800	1703.8176055278745
810	1592.5764036702458
820	1317.051351327682
830	1629.983177796239
840	1317.7148091013078
850	1007.811400272185
860	1132.4572469631676
870	1403.1322991254274
880	1074.590127315605
890	1635.7399925046775
900	3509.1118100460153
910	7378.011228226824
920	7679.434374122648
930	7791.140802948503
940	8315.491119202925
950	6395.829900110839
960	6468.724375896854
970	5482.611436209409
980	6204.627158929361
990	6129.765440541087
1000	5568.871160194976
1010	5372.948956562905
1020	5716.899629965337
1030	11561.51937736824
1040	23971.083063864644
1050	34100.247832696914
1060	40354.14935646026
1070	38696.167151357804
1080	39199.42744986911
1090	36176.62688479031
1100	33038.02876760863
1110	33711.919584533316
1120	32165.88588996994
1130	31050.1862320269
1140	29547.575187713228
1150	32514.11823342467
1160	44539.09030849172
1170	65407.2581666788
1180	108924.88219231003
1190	132772.62051156088
1200	138114.44333385967
1210	137675.98188356962
1220	135596.67392414314
1230	130807.12690367822
1240	130041.86952821961
1250	126718.93501320745
1260	126836.2711819879
1270	125878.13710709182
1280	133115.17183487007
1290	156816.23115696135
1300	197077.59214132658
1310	237636.85757430986
1320	260424.82114590245
1330	273521.5264272839
1340	281864.7477215396
1350	287915.2247459911
1360	295321.49439561553
1370	296483.9117348419
1380	299686.495318353
1390	299601.4484625586
1400	298113.43504893413
1410	315231.314127477
1420	351987.6261970837
1430	412801.87127515976
1440	478819.8203588227
1450	515713.95451842446
1460	528587.8538538048
1470	532246.6964607309
1480	533792.5662310803
1490	546529.7451506271
1500	563598.5516298896
1510	589073.5450466133
1520	623118.3873501003
1530	657194.9793146125
1540	697326.185811404
1550	748750.8492877239
1560	823168.8664605012
1570	902028.6944354626
1580	949728.2745833793
1590	986812.5868061155
1600	1014534.6878895322
1610	1033750.2919583397
1620	1048848.9112269343
1630	1065279.612362346
1640	1087357.9483240715
1650	1108492.7853005785
1660	1134906.7078426715
1670	1166464.9591387275
1680	1206738.916883468
1690	1245960.0756344106
1700	1270995.52398878
1710	1290295.5145949586
1720	1306476.8806391915
1730	1321642.1325814426
1740	1334082.7980751132
1750	1342980.344221836
1760	1350943.4447999499
1770	1358358.6052448498
1780	1364852.3055686902
1790	1372442.3098827316
1800	1379784.380856278
1810	1384417.008553249
1820	1389566.9041918903
1830	1394593.0925664187
1840	1400148.4182523892
1850	1405338.1290627678
1860	1409812.9531522465
1870	1414571.3691340003
1880	1417303.4757575977
1890	1421392.8766649037
1900	1424419.8519611142
1910	1427630.1644595438
1920	1430969.541056535
1930	1434916.1989045362
1940	1437506.1371539454
1950	1440583.8874652265
1960	1443488.7468487225
1970	1445695.9486504914
1980	1449134.2794112484
1990	1450999.9418465248
2000	1453685.4947820553
2010	1456532.5687209526
2020	1458340.186851151
2030	1460362.2986833036
2040	1461619.3193490442
2050	1464357.878610083
2060	1465384.4140297985
2070	1467423.5357976495
2080	1468811.3978958079
2090	1469469.2944332024
2100	1471514.623000037
2110	1472534.085715121
2120	1474264.7805129013
2130	1476052.5316557644
2140	1477586.0930515775
2150	1480505.0747035607
2160	1482629.3688654401
2170	1484146.1890147447
2180	1485224.1039476749
2190	1486903.5632715675
2200	1487349.2130812341
2210	1488150.9757885162
2220	1489143.0052020454
2230	1490851.0604233034
2240	1491739.452422865
2250	1493266.7270468555
2260	1494307.8329584915
2270	1495924.3689641547
2280	1497156.7623748044
2290	1498216.6563284185
2300	1499963.802010205
2310	1500253.2168302543
2320	1500756.111554234
2330	1502830.4131344268
2340	1503265.311327089
2350	1504788.132166573
2360	1506043.679779774
2370	1506581.7200980596
2380	1508174.297338339
2390	1508994.5476178245
2400	1510615.7862223834
2410	1511215.7462784837
2420	1512055.101359905
2430	1513816.385915476
2440	1514434.3350065455
2450	1516256.3969473501
2460	1516431.2931306195
2470	1516564.783217256
2480	1518237.3603761739
2490	1519457.2975783646
2500	1520391.5202101185
2510	1521163.6940431886
2520	1523239.9988931892
2530	1523660.9273066293
2540	1524113.7448223091
2550	1525326.3654775724
2560	1525895.3584638606
2570	1527388.7227919667
2580	1527489.8099028047
2590	1528610.205342378
2600	1529265.5975902828
2610	1529672.576567708
2620	1531032.2531877146
2630	1531841.8448261444
2640	1532995.442448942
2650	1532608.901621848
2660	1532673.2875636595
2670	1533720.7429811782
2680	1534471.3463540757
2690	1535076.5680096925
2700	1535216.0409332414
2710	1536481.1501422822
2720	1537361.3231995602
2730	1538060.9379407074
2740	1538758.439126558
2750	1539443.0139735092
2760	1540852.9715736688
2770	1541846.9818544104
2780	1542847.013594886
2790	1542739.3173713998
2800	1543430.001243555
2810	1544193.2943325178
2820	1544761.0916997779
2830	1545253.1671843233
2840	1545373.1161328275
2850	1547671.1108835717
2860	1546913.5854996485
2870	1548334.1943586944
2880	1548691.8355132183
2890	1548656.081816834
2900	1549657.5349132305
2910	1549130.6997084725
2920	1548743.2231530978
2930	1550032.4742744705
2940	1550458.9577000742
2950	1552041.791720638
2960	1551765.6061927448
2970	1552723.337245002
2980	1553530.669158619
2990	1553846.173985302
