#MCS	TotalEnergy
0	22114.0
10	26167.0
20	25747.0
30	26264.0
40	26061.0
50	25843.0
60	26453.0
70	25931.0
80	26613.0
90	26030.0
100	26389.0
110	26040.0
120	25935.0
130	26379.0
140	26312.0
150	26085.0
160	26423.0
170	26175.0
180	26456.0
190	26265.0
200	25933.0
210	26305.0
220	26158.0
230	26311.0
240	26133.0
250	25915.0
260	26029.0
270	26259.0
280	26370.0
290	25838.0
300	25814.0
310	25892.0
320	26561.0
330	25910.0
340	26370.0
350	26132.0
360	26391.0
370	26031.0
380	25750.0
390	25936.0
400	26239.0
410	25928.0
420	25754.0
430	25981.0
440	26033.0
450	25890.0
460	25841.0
470	25819.0
480	25667.0
490	25706.0
500	25556.0
510	25815.0
520	25556.0
530	25625.0
540	25536.0
550	25823.0
560	25394.0
570	25809.0
580	25592.0
590	25675.0
600	25716.0
610	25751.0
620	26127.0
630	25675.0
640	25869.0
650	25895.0
660	25628.0
670	26068.0
680	25822.0
690	25983.0
700	25738.0
710	25800.0
720	26086.0
730	25711.0
740	26011.0
750	25793.0
760	25858.0
770	25941.0
780	26226.0
790	26071.0
800	26146.0
810	25438.0
820	25702.0
830	25809.0
840	25592.0
850	25960.0
860	25839.0
870	25580.0
880	25424.0
890	25894.0
900	25540.0
910	25232.0
920	25418.0
930	25352.0
940	25629.0
950	25366.0
960	25671.0
970	25904.0
980	25506.0
990	25493.0
1000	25305.0
1010	25709.0
1020	25392.0
1030	25609.0
1040	25190.0
1050	25555.0
1060	25784.0
1070	25728.0
1080	25624.0
1090	25725.0
1100	25176.0
1110	25674.0
1120	25844.0
1130	25544.0
1140	25737.0
1150	25716.0
1160	25607.0
1170	25676.0
1180	25523.0
1190	25259.0
1200	25907.0
1210	25802.0
1220	25813.0
1230	25633.0
1240	25733.0
1250	25701.0
1260	25675.0
1270	25576.0
1280	25191.0
1290	25811.0
1300	26197.0
1310	25687.0
1320	25653.0
1330	25721.0
1340	25795.0
1350	25408.0
1360	25511.0
1370	25562.0
1380	25442.0
1390	25275.0
1400	25742.0
1410	25951.0
1420	25680.0
1430	25360.0
1440	25494.0
1450	25593.0
1460	25370.0
1470	25385.0
1480	25568.0
1490	25122.0
1500	25049.0
1510	25234.0
1520	25409.0
1530	25719.0
1540	25462.0
1550	25530.0
1560	25394.0
1570	25796.0
1580	25870.0
1590	25542.0
1600	25456.0
1610	25621.0
1620	25492.0
1630	25213.0
1640	25065.0
1650	25318.0
1660	25136.0
1670	25328.0
1680	25118.0
1690	25073.0
1700	24917.0
1710	25215.0
1720	25363.0
1730	25196.0
1740	25280.0
1750	25552.0
1760	25720.0
1770	25314.0
1780	25707.0
1790	25294.0
1800	25528.0
1810	25502.0
1820	25251.0
1830	25557.0
1840	24979.0
1850	25242.0
1860	24911.0
1870	25608.0
1880	25127.0
1890	25457.0
1900	25455.0
1910	25126.0
1920	24846.0
1930	25298.0
1940	25449.0
1950	25498.0
1960	25182.0
1970	25335.0
1980	25161.0
1990	25376.0
2000	25172.0
2010	25054.0
2020	25250.0
2030	24871.0
2040	24967.0
2050	24628.0
2060	24956.0
2070	25220.0
2080	24926.0
2090	25316.0
2100	25264.0
2110	25002.0
2120	25292.0
2130	25147.0
2140	25317.0
2150	25366.0
2160	25456.0
2170	24999.0
2180	25018.0
2190	25421.0
2200	25102.0
2210	25184.0
2220	25358.0
2230	25237.0
2240	25301.0
2250	25013.0
2260	25404.0
2270	25256.0
2280	25353.0
2290	25272.0
2300	25392.0
2310	25263.0
2320	25306.0
2330	25037.0
2340	25462.0
2350	25593.0
2360	25798.0
2370	25344.0
2380	25183.0
2390	25446.0
2400	25451.0
2410	25664.0
2420	25451.0
2430	25195.0
2440	25071.0
2450	25230.0
2460	25002.0
2470	25157.0
2480	25286.0
2490	24987.0
2500	25237.0
2510	25248.0
2520	25429.0
2530	25339.0
2540	25448.0
2550	24948.0
2560	25384.0
2570	25114.0
2580	25446.0
2590	25208.0
2600	25075.0
2610	25016.0
2620	25268.0
2630	25173.0
2640	25527.0
2650	25169.0
2660	25258.0
2670	25101.0
2680	25042.0
2690	25040.0
2700	24851.0
2710	25168.0
2720	25169.0
2730	24912.0
2740	24867.0
2750	24888.0
2760	24915.0
2770	24672.0
2780	24771.0
2790	25063.0
2800	25129.0
2810	24731.0
2820	25100.0
2830	25467.0
2840	24932.0
2850	25071.0
2860	25148.0
2870	25344.0
2880	25245.0
2890	24774.0
2900	25060.0
2910	25027.0
2920	24799.0
2930	25075.0
2940	25234.0
2950	25273.0
2960	25210.0
2970	25347.0
2980	24892.0
2990	25017.0
3000	24813.0
3010	24820.0
3020	25126.0
3030	24621.0
3040	25481.0
3050	24953.0
3060	25024.0
3070	25041.0
3080	25404.0
3090	24816.0
3100	24814.0
3110	25352.0
3120	25166.0
3130	25162.0
3140	24915.0
3150	25098.0
3160	25080.0
3170	25197.0
3180	24939.0
3190	25047.0
3200	25241.0
3210	25087.0
3220	25296.0
3230	25331.0
3240	25427.0
3250	25007.0
3260	25258.0
3270	25119.0
3280	25112.0
3290	25297.0
3300	25233.0
3310	25285.0
3320	25006.0
3330	24932.0
3340	24885.0
3350	24862.0
3360	25257.0
3370	24884.0
3380	25091.0
3390	24772.0
3400	25135.0
3410	25366.0
3420	24988.0
3430	24906.0
3440	25180.0
3450	24946.0
3460	25381.0
3470	25154.0
3480	24532.0
3490	24632.0
3500	25477.0
3510	25361.0
3520	25212.0
3530	25116.0
3540	25002.0
3550	25013.0
3560	25084.0
3570	24889.0
3580	25358.0
3590	25477.0
3600	25613.0
3610	25262.0
3620	25442.0
3630	25202.0
3640	25241.0
3650	24887.0
3660	25199.0
3670	25153.0
3680	25406.0
3690	25104.0
3700	25414.0
3710	25007.0
3720	24822.0
3730	25194.0
3740	25413.0
3750	25063.0
3760	25390.0
3770	25384.0
3780	25862.0
3790	25227.0
3800	25538.0
3810	25284.0
3820	25250.0
3830	24953.0
3840	25033.0
3850	25205.0
3860	25021.0
3870	25115.0
3880	25133.0
3890	24973.0
3900	25119.0
3910	25188.0
3920	25080.0
3930	25083.0
3940	25317.0
3950	25289.0
3960	24989.0
3970	25146.0
3980	25430.0
3990	25516.0
4000	25468.0
4010	25218.0
4020	24978.0
4030	24743.0
4040	24967.0
4050	24853.0
4060	24831.0
4070	25255.0
4080	24752.0
4090	25015.0
4100	25003.0
4110	24687.0
4120	24888.0
4130	24777.0
4140	25152.0
4150	24798.0
4160	24638.0
4170	25171.0
4180	25020.0
4190	24918.0
4200	24904.0
4210	25221.0
4220	24989.0
4230	25101.0
4240	25305.0
4250	25216.0
4260	25327.0
4270	25572.0
4280	25058.0
4290	25334.0
4300	25265.0
4310	25029.0
4320	24893.0
4330	24829.0
4340	24805.0
4350	24878.0
4360	24908.0
4370	24972.0
4380	25462.0
4390	25150.0
4400	24539.0
4410	24968.0
4420	24780.0
4430	24975.0
4440	25372.0
4450	24999.0
4460	24608.0
4470	24998.0
4480	24952.0
4490	24920.0
4500	24797.0
4510	24858.0
4520	24891.0
4530	25084.0
4540	25018.0
4550	25245.0
4560	24843.0
4570	24805.0
4580	24808.0
4590	24619.0
4600	24695.0
4610	24646.0
4620	25282.0
4630	25075.0
4640	25162.0
4650	25470.0
4660	24906.0
4670	25128.0
4680	25012.0
4690	24876.0
4700	24792.0
4710	24835.0
4720	24768.0
4730	24999.0
4740	24930.0
4750	24900.0
4760	25030.0
4770	24802.0
4780	25203.0
4790	24911.0
4800	25363.0
4810	24523.0
4820	24896.0
4830	25079.0
4840	25035.0
4850	25241.0
4860	25233.0
4870	25372.0
4880	25271.0
4890	25176.0
4900	25199.0
4910	24894.0
4920	24927.0
4930	25102.0
4940	25110.0
4950	25038.0
4960	24797.0
4970	25010.0
4980	24869.0
4990	24940.0
5000	25219.0
5010	24660.0
5020	25021.0
5030	24964.0
5040	25250.0
5050	25123.0
5060	25001.0
5070	25055.0
5080	24867.0
5090	24795.0
5100	24943.0
5110	24953.0
5120	25078.0
5130	25030.0
5140	25051.0
5150	24641.0
5160	24972.0
5170	25046.0
5180	24667.0
5190	24506.0
5200	25146.0
5210	24698.0
5220	24739.0
5230	24985.0
5240	24806.0
5250	24966.0
5260	24688.0
5270	25076.0
5280	25357.0
5290	25071.0
5300	25025.0
5310	25059.0
5320	24550.0
5330	25402.0
5340	25027.0
5350	24898.0
5360	24724.0
5370	24633.0
5380	24873.0
5390	24969.0
5400	24872.0
5410	25079.0
5420	24499.0
5430	24824.0
5440	24260.0
5450	24746.0
5460	24988.0
5470	24978.0
5480	24996.0
5490	24734.0
5500	25030.0
5510	25134.0
5520	24744.0
5530	24800.0
5540	25070.0
5550	24810.0
5560	25076.0
5570	24974.0
5580	24516.0
5590	24652.0
5600	25099.0
5610	25044.0
5620	25189.0
5630	24652.0
5640	25068.0
5650	24742.0
5660	25194.0
5670	25132.0
5680	24893.0
5690	25157.0
5700	24992.0
5710	24765.0
5720	24801.0
5730	25004.0
5740	25289.0
5750	24970.0
5760	24766.0
5770	24903.0
5780	24945.0
5790	25096.0
5800	24673.0
5810	24651.0
5820	25058.0
5830	25071.0
5840	24942.0
5850	24878.0
5860	24692.0
5870	25362.0
5880	25115.0
5890	25346.0
5900	25268.0
5910	25330.0
5920	24787.0
5930	25206.0
5940	25216.0
5950	25310.0
5960	24885.0
5970	24968.0
5980	24530.0
5990	24548.0
6000	24648.0
6010	24982.0
6020	25168.0
6030	25040.0
6040	25154.0
6050	25017.0
6060	24958.0
6070	24914.0
6080	24898.0
6090	25146.0
6100	24987.0
6110	24915.0
6120	24779.0
6130	24849.0
6140	24874.0
6150	24935.0
6160	25098.0
6170	24808.0
6180	24659.0
6190	24972.0
6200	24720.0
6210	24562.0
6220	24981.0
6230	24765.0
6240	24790.0
6250	25274.0
6260	25100.0
6270	25086.0
6280	24716.0
6290	25336.0
6300	24823.0
6310	25194.0
6320	24926.0
6330	25154.0
6340	25018.0
6350	24875.0
6360	25458.0
6370	25026.0
6380	24937.0
6390	24919.0
6400	25259.0
6410	24887.0
6420	25077.0
6430	25050.0
6440	25017.0
6450	24789.0
6460	25027.0
6470	24697.0
6480	24582.0
6490	24636.0
6500	24883.0
6510	25128.0
6520	25082.0
6530	25246.0
6540	24868.0
6550	24856.0
6560	24552.0
6570	24620.0
6580	25212.0
6590	24909.0
6600	25025.0
6610	25426.0
6620	25051.0
6630	25124.0
6640	25471.0
6650	25100.0
6660	24932.0
6670	25190.0
6680	25088.0
6690	24884.0
6700	25089.0
6710	24738.0
6720	24674.0
6730	25192.0
6740	24975.0
6750	25128.0
6760	24676.0
6770	24988.0
6780	24512.0
6790	25220.0
6800	24924.0
6810	25258.0
6820	25288.0
6830	24666.0
6840	24765.0
6850	25396.0
6860	25111.0
6870	25489.0
6880	25095.0
6890	25339.0
6900	25531.0
6910	25178.0
6920	25314.0
6930	25226.0
6940	24958.0
6950	24984.0
6960	24471.0
6970	24790.0
6980	24730.0
6990	24829.0
7000	24834.0
7010	24960.0
7020	24911.0
7030	24854.0
7040	24757.0
7050	25204.0
7060	25048.0
7070	25032.0
7080	24863.0
7090	24570.0
7100	24807.0
7110	25052.0
7120	24684.0
7130	24954.0
7140	24810.0
7150	24786.0
7160	24781.0
7170	24930.0
7180	24735.0
7190	25096.0
7200	24682.0
7210	24913.0
7220	25111.0
7230	25089.0
7240	25072.0
7250	24885.0
7260	25387.0
7270	25115.0
7280	24986.0
7290	24674.0
7300	24968.0
7310	25231.0
7320	24842.0
7330	24803.0
7340	24897.0
7350	24755.0
7360	25259.0
7370	24781.0
7380	25188.0
7390	25068.0
7400	24890.0
7410	25058.0
7420	24971.0
7430	24754.0
7440	24560.0
7450	24603.0
7460	24841.0
7470	24513.0
7480	25013.0
7490	24649.0
7500	24937.0
7510	24889.0
7520	25029.0
7530	24993.0
7540	24947.0
7550	24804.0
7560	24970.0
7570	24809.0
7580	24883.0
7590	25265.0
7600	24856.0
7610	25076.0
7620	24776.0
7630	24753.0
7640	24890.0
7650	24951.0
7660	24758.0
7670	25001.0
7680	24651.0
7690	24785.0
7700	24784.0
7710	24471.0
7720	25170.0
7730	24779.0
7740	24746.0
7750	24668.0
7760	24646.0
7770	24715.0
7780	24767.0
7790	24413.0
7800	24627.0
7810	24964.0
7820	24766.0
7830	24750.0
7840	24454.0
7850	24748.0
7860	24628.0
7870	24299.0
7880	24714.0
7890	24715.0
7900	24847.0
7910	24728.0
7920	24876.0
7930	25294.0
7940	24864.0
7950	25004.0
7960	24778.0
7970	24602.0
7980	25090.0
7990	24948.0
8000	25076.0
8010	25150.0
8020	24640.0
8030	24972.0
8040	24688.0
8050	24768.0
8060	25072.0
8070	25234.0
8080	25008.0
8090	24826.0
8100	25032.0
8110	24947.0
8120	24766.0
8130	24848.0
8140	25055.0
8150	25129.0
8160	25386.0
8170	25100.0
8180	24887.0
8190	24730.0
8200	24724.0
8210	24802.0
8220	24636.0
8230	25000.0
8240	24790.0
8250	24764.0
8260	25112.0
8270	25128.0
8280	24944.0
