#MCS	VS_mean
0	0.3942566551819275
100	0.37369505494505495
200	0.3781444851444851
300	0.3780027472527473
400	0.3765880138380139
500	0.3798353683353683
600	0.36899863689949897
700	0.3818750000000001
800	0.3738404558404559
900	0.38139072039072053
1000	0.37903952991452994
1100	0.36864285714285716
1200	0.38990700040700044
1300	0.37725264550264553
1400	0.38585754985754994
1500	0.3725238095238094
1600	0.3727018722018723
1700	0.3781211843711844
1800	0.3803936711436713
1900	0.37899816849816853
2000	0.3688233618233618
2100	0.38216941391941395
2200	0.384880341880342
2300	0.3738605006105006
2400	0.37855840455840456
2500	0.37985968660968655
2600	0.3800900488400489
2700	0.3780281339031339
2800	0.37370655270655273
2900	0.3820345950345951
3000	0.37740170940170936
3100	0.3895301180301181
3200	0.37749816849816853
3300	0.36648249898249896
3400	0.38748616198616204
3500	0.36890064102564096
3600	0.3762979523669179
3700	0.375548433048433
3800	0.37959839234839243
3900	0.3794985754985755
4000	0.37168340455840454
4100	0.37009544159544167
4200	0.3736595441595441
4300	0.3761566951566952
4400	0.3798864468864469
4500	0.37780469067969064
4600	0.3832787952787953
4700	0.3816291341508734
4800	0.36965730565730565
4900	0.37749145299145304
5000	0.3773219373219374
5100	0.3753375050875051
5200	0.36976129426129434
5300	0.3837838827838828
5400	0.36528347578347575
5500	0.38549918599918603
5600	0.37725702075702083
5700	0.3745106837606838
5800	0.3712686202686203
5900	0.37899572649572655
6000	0.3675441595441595
6100	0.3737986365486366
6200	0.3804230769230769
6300	0.3800891611581267
6400	0.3810299145299145
6500	0.37576923076923074
6600	0.37660332722832723
6700	0.3749733414733415
6800	0.3795947293447294
6900	0.376539886039886
7000	0.37207834757834757
7100	0.37255097680097676
7200	0.3767514245014245
7300	0.38302136752136756
7400	0.3697078754578754
7500	0.3805402930402932
7600	0.3786431623931625
7700	0.3715035103785104
7800	0.3703347578347577
7900	0.3834202279202279
8000	0.37041376678876675
8100	0.38497425722425727
8200	0.3731050414963459
8300	0.3813588726088726
8400	0.3823504273504274
8500	0.3759275539275539
8600	0.3744831094831095
8700	0.38293518518518516
8800	0.37450162800162795
8900	0.3735826210826211
9000	0.3800552503052503
9100	0.37802213064713064
9200	0.37110683760683755
9300	0.3739586894586895
9400	0.37723575498575507
9500	0.3767194749694749
9600	0.38331298331298325
9700	0.3747578347578348
9800	0.38631064306064306
9900	0.37763212250712247
10000	0.3595761090761091
10100	0.3862492877492877
10200	0.3700036121286121
10300	0.3698344525844526
10400	0.38311151811151817
10500	0.3836083638583639
10600	0.36830982905982906
10700	0.3635345441595442
10800	0.37752920227920217
