#MCS	TotalEnergy
0	24312.0
10	27640.0
20	27072.0
30	26978.0
40	26580.0
50	26318.0
60	26376.0
70	26204.0
80	26504.0
90	26418.0
100	25940.0
110	26358.0
120	26128.0
130	26266.0
140	26452.0
150	26056.0
160	26160.0
170	26222.0
180	26306.0
190	26138.0
200	25988.0
210	26090.0
220	25634.0
230	26090.0
240	25634.0
250	25874.0
260	25774.0
270	25476.0
280	25760.0
290	25752.0
300	25380.0
310	25144.0
320	25172.0
330	25828.0
340	25824.0
350	25746.0
360	25462.0
370	25856.0
380	25730.0
390	25506.0
400	25686.0
410	25694.0
420	25574.0
430	25726.0
440	25792.0
450	25398.0
460	25876.0
470	25852.0
480	25626.0
490	25666.0
500	25530.0
510	25826.0
520	25584.0
530	25454.0
540	25130.0
550	25096.0
560	25722.0
570	25188.0
580	25426.0
590	25016.0
600	25188.0
610	25170.0
620	25164.0
630	24944.0
640	25102.0
650	24990.0
660	25138.0
670	25166.0
680	25292.0
690	25116.0
700	24826.0
710	25236.0
720	25480.0
730	25258.0
740	25194.0
750	25202.0
760	25356.0
770	25500.0
780	25222.0
790	25140.0
800	25054.0
810	25016.0
820	24910.0
830	24536.0
840	24944.0
850	25134.0
860	24912.0
870	24776.0
880	24814.0
890	24498.0
900	24208.0
910	24664.0
920	24788.0
930	24404.0
940	24496.0
950	24384.0
960	24560.0
970	24576.0
980	24552.0
990	25010.0
1000	24616.0
1010	24668.0
1020	24520.0
1030	24238.0
1040	24682.0
1050	24410.0
1060	24772.0
1070	24674.0
1080	24212.0
1090	24608.0
1100	24508.0
1110	24350.0
1120	24684.0
1130	24040.0
1140	24396.0
1150	24120.0
1160	24528.0
1170	24406.0
1180	24526.0
1190	24544.0
1200	24416.0
1210	24346.0
1220	24614.0
1230	24190.0
1240	24166.0
1250	24442.0
1260	24082.0
1270	24524.0
1280	24412.0
1290	24698.0
1300	24362.0
1310	24256.0
1320	24042.0
1330	24100.0
1340	24100.0
1350	24056.0
1360	24182.0
1370	23816.0
1380	24182.0
1390	23926.0
1400	24218.0
1410	24206.0
1420	24334.0
1430	24264.0
1440	24474.0
1450	24410.0
1460	24004.0
1470	24158.0
1480	24116.0
1490	24530.0
1500	23952.0
1510	24464.0
1520	24462.0
1530	24266.0
1540	24326.0
1550	24288.0
1560	23976.0
1570	24120.0
1580	23950.0
1590	24174.0
1600	23894.0
1610	24372.0
1620	23716.0
1630	23978.0
1640	23328.0
1650	23916.0
1660	23952.0
1670	23644.0
1680	23460.0
1690	23494.0
1700	23476.0
1710	23204.0
1720	23178.0
1730	23162.0
1740	23338.0
1750	23332.0
1760	23182.0
1770	23316.0
1780	23206.0
1790	22608.0
1800	22684.0
1810	22878.0
1820	22540.0
1830	22504.0
1840	22496.0
1850	22902.0
1860	22176.0
1870	22502.0
1880	22106.0
1890	22412.0
1900	22556.0
1910	22300.0
1920	22752.0
1930	22110.0
1940	22272.0
1950	22488.0
1960	22258.0
1970	22138.0
1980	22202.0
1990	21974.0
2000	22114.0
2010	21868.0
2020	22034.0
2030	22114.0
2040	22370.0
2050	22476.0
2060	22022.0
2070	22242.0
2080	22316.0
2090	22244.0
2100	21798.0
2110	22296.0
2120	22108.0
2130	22202.0
2140	22202.0
2150	22078.0
2160	22162.0
2170	21840.0
2180	22210.0
2190	21968.0
2200	21852.0
2210	22318.0
2220	22418.0
2230	21974.0
2240	21970.0
2250	21850.0
2260	21994.0
2270	22094.0
2280	22214.0
2290	21888.0
2300	21894.0
2310	21888.0
2320	21580.0
2330	22180.0
2340	21712.0
2350	21864.0
2360	21824.0
2370	22038.0
2380	22004.0
2390	21776.0
2400	22050.0
2410	21836.0
2420	22210.0
2430	22064.0
2440	21880.0
2450	21654.0
2460	21588.0
2470	21978.0
2480	21622.0
2490	21648.0
2500	21938.0
2510	21842.0
2520	21668.0
2530	21690.0
2540	21954.0
2550	22028.0
2560	21810.0
2570	22162.0
2580	21938.0
2590	21872.0
2600	21978.0
2610	21608.0
2620	21882.0
2630	21778.0
2640	21744.0
2650	21692.0
2660	21832.0
2670	21444.0
2680	21872.0
2690	21786.0
2700	21942.0
2710	21248.0
2720	21970.0
2730	21472.0
2740	21848.0
2750	21694.0
2760	21228.0
2770	21836.0
2780	21042.0
2790	21750.0
2800	21622.0
2810	21824.0
2820	21646.0
2830	21740.0
2840	21772.0
2850	21328.0
2860	21238.0
2870	21212.0
2880	21866.0
2890	21532.0
2900	21712.0
2910	21556.0
2920	21132.0
2930	21740.0
2940	21434.0
2950	21740.0
2960	21516.0
2970	21748.0
2980	21564.0
2990	21946.0
3000	21668.0
3010	21606.0
3020	21738.0
3030	21308.0
3040	21622.0
3050	21518.0
3060	21590.0
3070	22026.0
3080	21582.0
3090	21756.0
3100	21806.0
3110	21614.0
3120	21564.0
3130	21712.0
3140	21390.0
3150	21954.0
3160	21722.0
3170	21614.0
3180	21550.0
3190	21664.0
3200	21538.0
3210	21150.0
3220	22048.0
3230	21212.0
3240	21326.0
3250	21582.0
3260	21260.0
3270	21270.0
3280	21296.0
3290	21298.0
3300	21156.0
3310	21500.0
3320	21724.0
3330	21408.0
3340	21766.0
3350	21140.0
3360	21532.0
3370	21252.0
3380	21502.0
3390	21490.0
3400	21322.0
3410	21552.0
3420	21156.0
3430	21278.0
3440	21430.0
3450	21546.0
3460	21228.0
3470	21156.0
3480	20860.0
3490	21136.0
3500	21316.0
3510	21356.0
3520	21246.0
3530	21104.0
3540	21198.0
3550	21372.0
3560	21176.0
3570	21058.0
3580	21114.0
3590	20806.0
3600	20940.0
3610	21068.0
3620	21152.0
3630	21326.0
3640	21086.0
3650	20880.0
3660	21256.0
3670	21266.0
3680	20922.0
3690	21214.0
3700	21076.0
3710	21070.0
3720	20866.0
3730	21052.0
3740	21264.0
3750	21122.0
3760	20604.0
3770	20790.0
3780	20834.0
3790	20854.0
3800	20982.0
3810	20776.0
3820	20904.0
3830	20936.0
3840	20786.0
3850	20946.0
3860	20940.0
3870	21026.0
3880	20746.0
3890	21276.0
3900	20802.0
3910	21040.0
3920	20760.0
3930	21052.0
3940	21218.0
3950	20778.0
3960	21248.0
3970	20932.0
3980	20870.0
