#MCS	AdhesionEnergy
0	22088.0
10	23841.0
20	23460.0
30	23126.0
40	23347.0
50	23205.0
60	23015.0
70	22682.0
80	22572.0
90	22448.0
100	22373.0
110	22227.0
120	22270.0
130	22422.0
140	22232.0
150	22008.0
160	22123.0
170	21885.0
180	22085.0
190	22094.0
200	21938.0
210	22058.0
220	21655.0
230	21873.0
240	21936.0
250	21775.0
260	21944.0
270	21863.0
280	22283.0
290	21950.0
300	22003.0
310	21823.0
320	21879.0
330	21650.0
340	21705.0
350	21818.0
360	21300.0
370	21877.0
380	21722.0
390	22011.0
400	21537.0
410	21676.0
420	21922.0
430	21894.0
440	21537.0
450	21542.0
460	21938.0
470	21998.0
480	21858.0
490	21731.0
500	21535.0
510	21505.0
520	21364.0
530	21686.0
540	21720.0
550	21659.0
560	21631.0
570	21484.0
580	21501.0
590	21499.0
600	21761.0
610	21637.0
620	21452.0
630	21515.0
640	21408.0
650	21505.0
660	21212.0
670	21586.0
680	21373.0
690	21361.0
700	21439.0
710	21367.0
720	21363.0
730	21744.0
740	21350.0
750	21515.0
760	21318.0
770	21282.0
780	21727.0
790	21431.0
800	21245.0
810	21387.0
820	21555.0
830	21175.0
840	21434.0
850	21373.0
860	21345.0
870	21077.0
880	21224.0
890	21011.0
900	21233.0
910	21311.0
920	21478.0
930	21265.0
940	21226.0
950	21145.0
960	21384.0
970	21316.0
980	21154.0
990	21406.0
1000	21436.0
1010	21427.0
1020	21186.0
1030	21230.0
1040	21311.0
1050	20869.0
1060	21230.0
1070	21299.0
1080	21105.0
1090	21154.0
1100	21430.0
1110	21179.0
1120	21333.0
1130	21073.0
1140	21220.0
1150	20878.0
1160	21149.0
1170	21211.0
1180	20917.0
1190	21182.0
1200	21127.0
1210	21313.0
1220	21232.0
1230	21052.0
1240	20883.0
1250	21300.0
1260	21181.0
1270	21244.0
1280	21411.0
1290	21072.0
1300	21075.0
1310	21162.0
1320	21128.0
1330	21276.0
1340	21280.0
1350	21203.0
1360	20907.0
1370	20955.0
1380	20940.0
1390	20853.0
1400	20883.0
1410	21104.0
1420	20959.0
1430	20938.0
1440	20878.0
1450	20921.0
1460	21285.0
1470	21052.0
1480	21303.0
1490	21103.0
1500	20883.0
1510	21147.0
1520	21050.0
1530	21499.0
1540	20956.0
1550	20706.0
1560	21058.0
1570	20719.0
1580	20957.0
1590	20998.0
1600	21078.0
1610	21103.0
1620	20874.0
1630	21114.0
1640	20525.0
1650	20885.0
1660	20968.0
1670	20784.0
1680	20847.0
1690	20862.0
1700	21123.0
1710	21127.0
1720	20860.0
1730	20909.0
1740	21167.0
1750	21233.0
1760	21003.0
1770	20875.0
1780	21098.0
1790	21028.0
1800	21094.0
1810	20747.0
1820	20928.0
1830	21155.0
1840	21291.0
1850	21133.0
1860	20687.0
1870	21266.0
1880	20835.0
1890	21137.0
1900	20881.0
1910	21064.0
1920	21184.0
1930	20878.0
1940	21237.0
1950	20952.0
1960	20751.0
1970	20942.0
1980	20681.0
1990	20533.0
2000	20822.0
2010	20830.0
