#MCS	VolumeEnergy
0	872.0
10	1556.0
20	1652.0
30	1604.0
40	1842.0
50	1694.0
60	1950.0
70	2200.0
80	2322.0
90	2404.0
100	2432.0
110	2376.0
120	2340.0
130	2206.0
140	2152.0
150	2168.0
160	2126.0
170	2114.0
180	2088.0
190	2606.0
200	2058.0
210	2356.0
220	2442.0
230	2436.0
240	2412.0
250	2556.0
260	2170.0
270	2316.0
280	2218.0
290	2326.0
300	2082.0
310	2596.0
320	2582.0
330	2418.0
340	2144.0
350	2260.0
360	2668.0
370	2380.0
380	2216.0
390	2056.0
400	2304.0
410	2360.0
420	1836.0
430	2218.0
440	2448.0
450	2064.0
460	2146.0
470	2110.0
480	2338.0
490	2230.0
500	2406.0
510	2626.0
520	2248.0
530	1942.0
540	1922.0
550	2324.0
560	2346.0
570	2310.0
580	2436.0
590	1942.0
600	2092.0
610	2034.0
620	2386.0
630	2328.0
640	2614.0
650	2592.0
660	2596.0
670	2428.0
680	2310.0
690	2494.0
700	2310.0
710	2344.0
720	2126.0
730	2532.0
740	2024.0
750	2266.0
760	2196.0
770	2216.0
780	2302.0
790	2072.0
800	1950.0
810	2338.0
820	2194.0
830	2250.0
840	2268.0
850	2588.0
860	2384.0
870	2368.0
880	2290.0
890	2528.0
900	2106.0
910	2050.0
920	1816.0
930	2124.0
940	2292.0
950	1934.0
960	2140.0
970	2068.0
980	2154.0
990	1896.0
1000	2242.0
1010	1918.0
1020	2186.0
1030	1972.0
1040	2154.0
1050	1974.0
1060	2142.0
1070	2348.0
1080	2306.0
1090	2150.0
1100	2014.0
1110	2228.0
1120	2264.0
1130	2104.0
1140	2068.0
1150	2508.0
1160	2020.0
1170	2040.0
1180	2074.0
1190	1852.0
1200	2084.0
1210	2070.0
1220	1836.0
1230	2114.0
1240	2038.0
1250	2038.0
1260	1908.0
1270	1996.0
1280	1640.0
1290	2282.0
1300	1924.0
1310	2098.0
1320	2342.0
1330	1996.0
1340	2122.0
1350	2146.0
1360	2058.0
1370	2334.0
1380	2166.0
1390	2218.0
1400	2172.0
1410	2308.0
1420	2014.0
1430	2322.0
1440	2302.0
1450	2250.0
1460	2040.0
1470	2004.0
1480	1720.0
1490	1868.0
1500	2276.0
1510	1904.0
1520	1906.0
1530	1970.0
1540	2192.0
1550	2162.0
1560	1930.0
1570	2312.0
1580	2240.0
1590	2234.0
1600	1978.0
1610	2042.0
1620	1920.0
1630	1738.0
1640	2408.0
1650	1894.0
1660	2226.0
1670	2144.0
1680	2234.0
1690	1952.0
1700	2090.0
1710	2254.0
1720	1894.0
1730	2298.0
1740	1978.0
1750	1896.0
1760	2188.0
1770	2072.0
1780	2060.0
1790	1832.0
1800	2284.0
1810	2406.0
1820	2080.0
1830	2016.0
1840	2036.0
1850	2184.0
1860	1708.0
1870	1996.0
1880	2128.0
1890	1888.0
1900	2002.0
1910	1966.0
1920	1550.0
1930	2180.0
1940	1960.0
1950	1940.0
