#MCS	VolumeEnergy
0	818.0
10	1648.0
20	2020.0
30	2008.0
40	2028.0
50	2160.0
60	2490.0
70	2270.0
80	2598.0
90	2868.0
100	2656.0
110	2576.0
120	3050.0
130	2654.0
140	2952.0
150	2988.0
160	3050.0
170	3182.0
180	3086.0
190	3368.0
200	3018.0
210	3090.0
220	2908.0
230	2834.0
240	2924.0
250	2508.0
260	2856.0
270	2452.0
280	2694.0
290	2234.0
300	2678.0
310	2536.0
320	2668.0
330	2302.0
340	2076.0
350	2324.0
360	2660.0
370	2344.0
380	2318.0
390	2414.0
400	2640.0
410	2566.0
420	2706.0
430	3090.0
440	2880.0
450	2486.0
460	2610.0
470	2734.0
480	2770.0
490	2870.0
500	2568.0
510	2646.0
520	2632.0
530	2452.0
540	2726.0
550	2920.0
560	3110.0
570	2588.0
580	2814.0
590	2652.0
600	2276.0
610	2538.0
620	2370.0
630	2490.0
640	2580.0
650	2606.0
660	2258.0
670	2526.0
680	3040.0
690	2484.0
700	2472.0
710	2444.0
720	2796.0
730	2504.0
740	2708.0
750	2642.0
760	2470.0
770	2716.0
780	2622.0
790	2480.0
800	2568.0
810	2330.0
820	2428.0
830	2622.0
840	2340.0
850	2450.0
860	2752.0
870	2326.0
880	2726.0
890	2812.0
900	2788.0
910	2720.0
920	2252.0
930	2546.0
940	2654.0
950	2410.0
960	2688.0
970	2788.0
980	2524.0
990	2896.0
1000	2498.0
1010	2828.0
1020	2564.0
1030	2494.0
1040	2762.0
1050	2972.0
1060	2650.0
1070	2852.0
1080	2698.0
1090	2538.0
1100	2844.0
1110	2376.0
1120	2460.0
1130	2496.0
1140	2508.0
1150	2328.0
1160	2866.0
1170	2760.0
1180	2520.0
1190	2572.0
1200	2812.0
1210	2684.0
1220	2710.0
1230	2830.0
1240	2752.0
1250	2740.0
1260	2426.0
1270	2556.0
1280	2656.0
1290	2726.0
1300	2396.0
1310	2492.0
1320	2720.0
1330	2748.0
1340	2660.0
1350	2668.0
1360	2530.0
1370	2470.0
1380	2564.0
1390	2462.0
1400	2460.0
1410	2570.0
1420	2652.0
1430	2562.0
1440	2512.0
1450	2690.0
1460	2414.0
1470	2574.0
1480	2456.0
1490	2778.0
1500	2666.0
1510	2634.0
1520	2560.0
1530	2912.0
1540	2768.0
1550	2888.0
1560	2932.0
1570	2952.0
1580	3022.0
1590	2946.0
1600	2656.0
1610	3072.0
1620	2844.0
1630	2496.0
1640	2768.0
1650	2498.0
1660	2502.0
1670	2932.0
1680	2508.0
1690	2418.0
1700	3028.0
1710	2608.0
1720	2444.0
1730	2808.0
1740	2928.0
1750	2846.0
1760	2706.0
1770	3046.0
1780	3270.0
1790	2856.0
1800	3164.0
1810	2630.0
1820	2864.0
1830	2972.0
1840	2652.0
1850	2848.0
1860	2738.0
1870	2852.0
1880	2710.0
1890	2738.0
1900	2618.0
1910	2422.0
1920	2592.0
1930	2382.0
1940	2608.0
1950	2514.0
1960	2510.0
1970	2934.0
1980	2498.0
1990	2672.0
2000	2904.0
2010	2778.0
2020	2792.0
2030	3040.0
2040	2908.0
2050	3010.0
2060	2646.0
2070	2646.0
2080	2780.0
2090	2620.0
2100	2508.0
2110	2780.0
2120	2494.0
2130	2526.0
2140	2614.0
2150	2900.0
2160	2796.0
2170	2432.0
2180	2684.0
2190	2504.0
2200	2864.0
2210	2550.0
2220	2348.0
2230	2704.0
2240	2540.0
2250	2386.0
2260	2348.0
2270	2390.0
2280	2564.0
2290	2756.0
2300	2440.0
2310	2394.0
2320	2462.0
2330	2272.0
2340	2250.0
2350	2632.0
2360	2698.0
2370	2396.0
2380	2796.0
2390	2366.0
2400	2380.0
2410	2414.0
2420	2730.0
2430	2416.0
2440	2342.0
2450	2602.0
2460	2718.0
2470	2990.0
2480	2826.0
2490	2980.0
2500	3242.0
2510	3104.0
2520	2668.0
2530	2896.0
2540	2754.0
2550	3160.0
2560	2802.0
2570	2684.0
2580	2898.0
2590	2804.0
2600	2780.0
2610	2874.0
2620	2844.0
2630	2650.0
2640	2822.0
2650	2880.0
2660	2816.0
2670	2878.0
2680	2810.0
2690	2788.0
2700	2638.0
2710	2782.0
2720	3062.0
2730	2512.0
2740	2756.0
2750	2986.0
2760	2768.0
2770	2456.0
2780	2738.0
2790	2914.0
2800	2756.0
2810	2758.0
2820	2866.0
2830	2942.0
2840	2814.0
2850	2826.0
2860	3012.0
2870	2832.0
2880	2866.0
2890	2416.0
2900	2446.0
2910	2762.0
2920	2732.0
2930	2794.0
2940	2534.0
2950	2662.0
2960	2788.0
2970	2534.0
2980	2932.0
2990	2860.0
3000	2796.0
3010	2826.0
3020	3032.0
3030	3272.0
3040	2912.0
3050	2632.0
3060	2686.0
3070	2864.0
3080	2558.0
3090	2454.0
3100	2574.0
3110	2666.0
3120	2398.0
3130	2472.0
3140	2554.0
3150	2490.0
3160	2684.0
3170	2488.0
3180	2304.0
3190	2616.0
3200	2778.0
3210	2620.0
3220	2476.0
3230	2840.0
3240	2538.0
3250	2664.0
3260	2742.0
3270	2596.0
3280	2806.0
3290	2754.0
3300	3002.0
3310	2802.0
3320	2526.0
3330	2650.0
3340	2660.0
3350	2530.0
3360	2566.0
3370	2480.0
3380	2586.0
3390	2624.0
3400	2594.0
3410	2634.0
3420	2802.0
3430	2648.0
3440	2858.0
3450	2612.0
3460	2508.0
3470	2872.0
3480	2842.0
3490	2800.0
3500	2868.0
3510	2820.0
3520	2922.0
3530	3160.0
3540	2858.0
3550	2702.0
3560	2684.0
3570	2784.0
3580	2466.0
3590	2308.0
3600	2572.0
3610	2492.0
3620	2366.0
3630	2654.0
3640	2720.0
3650	2292.0
3660	2236.0
3670	2770.0
3680	2388.0
3690	2720.0
3700	2606.0
3710	2406.0
3720	2314.0
3730	2234.0
3740	2540.0
3750	2630.0
3760	2450.0
3770	2380.0
3780	2508.0
3790	2136.0
3800	2226.0
3810	2622.0
3820	2576.0
3830	2512.0
3840	2568.0
3850	2420.0
3860	2470.0
3870	2636.0
3880	3112.0
3890	2760.0
3900	2580.0
3910	2256.0
3920	2510.0
3930	2336.0
3940	2650.0
3950	2244.0
3960	2496.0
3970	2400.0
3980	2532.0
3990	2774.0
4000	3176.0
4010	2834.0
4020	2830.0
4030	2726.0
4040	2740.0
4050	2840.0
4060	2940.0
4070	3242.0
4080	2744.0
4090	3030.0
4100	2978.0
4110	2636.0
4120	2408.0
4130	2692.0
4140	2700.0
4150	3162.0
4160	2910.0
4170	2424.0
4180	2584.0
4190	2442.0
4200	2550.0
4210	2538.0
4220	2422.0
4230	2652.0
4240	2408.0
4250	2660.0
4260	2610.0
4270	2834.0
4280	2666.0
4290	2494.0
4300	2508.0
4310	2312.0
4320	2568.0
4330	2570.0
4340	2982.0
4350	2470.0
4360	2552.0
4370	2524.0
4380	2334.0
4390	2562.0
4400	2664.0
4410	2370.0
4420	2752.0
4430	2476.0
4440	2330.0
4450	3008.0
4460	2546.0
4470	2930.0
4480	2390.0
4490	2332.0
4500	2520.0
4510	2782.0
4520	2674.0
4530	2552.0
4540	2516.0
4550	2614.0
4560	2610.0
4570	2896.0
4580	2980.0
4590	2882.0
4600	2390.0
4610	2744.0
4620	2528.0
4630	3158.0
4640	2962.0
4650	2602.0
4660	2432.0
4670	2282.0
4680	2688.0
4690	2592.0
4700	2646.0
4710	2252.0
4720	2318.0
4730	2604.0
4740	2442.0
4750	2546.0
4760	2380.0
4770	2498.0
4780	2678.0
4790	2642.0
4800	2750.0
4810	2582.0
4820	2606.0
4830	2690.0
4840	2524.0
4850	2672.0
4860	2488.0
4870	2578.0
4880	2370.0
4890	2588.0
4900	2660.0
4910	2448.0
4920	2520.0
4930	2610.0
4940	2548.0
4950	2968.0
4960	2828.0
4970	2758.0
4980	2208.0
4990	2978.0
5000	2884.0
5010	3044.0
5020	3068.0
5030	2826.0
5040	2652.0
5050	2762.0
5060	3112.0
5070	2780.0
5080	2892.0
5090	2656.0
5100	2798.0
5110	2770.0
5120	2568.0
5130	2322.0
5140	2582.0
5150	2538.0
5160	2362.0
5170	2476.0
5180	2434.0
5190	2644.0
5200	2484.0
5210	2774.0
5220	2562.0
5230	2938.0
5240	2762.0
5250	2614.0
5260	2528.0
5270	2574.0
5280	2720.0
5290	2832.0
5300	2818.0
5310	2532.0
5320	2614.0
5330	2448.0
5340	2824.0
5350	2484.0
5360	2624.0
5370	2616.0
5380	2758.0
5390	2774.0
5400	2504.0
5410	2650.0
5420	2864.0
5430	3000.0
5440	2448.0
5450	2606.0
5460	2766.0
5470	2692.0
5480	2778.0
5490	2790.0
5500	2448.0
5510	2708.0
5520	2880.0
5530	2836.0
5540	2466.0
5550	2692.0
5560	2866.0
5570	3026.0
5580	2646.0
5590	2670.0
5600	2464.0
5610	2614.0
5620	2526.0
5630	2332.0
5640	2828.0
5650	2840.0
5660	2994.0
5670	2746.0
5680	2834.0
5690	2456.0
5700	2438.0
5710	2624.0
5720	2444.0
5730	2458.0
5740	2932.0
5750	2656.0
5760	2564.0
5770	2346.0
5780	2966.0
5790	2958.0
5800	2884.0
5810	2330.0
5820	2262.0
5830	2262.0
5840	2518.0
5850	2390.0
5860	2664.0
5870	2380.0
5880	2660.0
5890	2304.0
5900	2488.0
5910	2652.0
5920	2410.0
5930	2580.0
5940	2844.0
5950	2506.0
5960	2758.0
5970	2264.0
5980	2442.0
5990	2402.0
6000	2756.0
6010	2614.0
6020	2808.0
6030	2640.0
6040	2622.0
6050	2522.0
6060	2588.0
6070	2158.0
6080	2368.0
6090	2768.0
6100	2626.0
6110	2160.0
6120	2314.0
6130	2348.0
6140	2240.0
6150	2264.0
6160	2462.0
6170	2256.0
6180	2366.0
6190	2636.0
6200	2736.0
6210	2860.0
6220	2502.0
6230	2712.0
6240	2626.0
6250	2558.0
6260	2510.0
6270	2668.0
6280	2682.0
6290	2370.0
6300	2324.0
6310	2592.0
6320	2334.0
6330	2458.0
6340	2506.0
6350	2368.0
6360	2712.0
6370	2872.0
6380	2790.0
6390	2986.0
6400	2740.0
6410	2690.0
6420	2664.0
6430	2850.0
6440	2248.0
6450	2432.0
6460	2360.0
6470	2508.0
6480	2410.0
6490	2402.0
6500	2402.0
6510	2702.0
6520	2812.0
6530	2506.0
6540	2948.0
6550	2672.0
6560	2852.0
6570	2776.0
6580	2782.0
6590	2540.0
6600	2662.0
6610	2356.0
6620	2820.0
6630	2476.0
6640	2782.0
6650	2364.0
6660	2568.0
6670	2444.0
6680	2172.0
6690	2270.0
6700	2428.0
6710	2884.0
6720	2598.0
6730	2834.0
6740	2836.0
6750	2554.0
6760	2524.0
6770	2442.0
6780	2384.0
6790	2310.0
6800	2396.0
6810	2412.0
6820	2492.0
6830	2740.0
6840	2546.0
6850	2640.0
6860	2642.0
6870	2930.0
6880	2526.0
6890	2662.0
6900	2800.0
6910	2324.0
6920	2748.0
6930	2552.0
6940	2382.0
6950	2460.0
6960	2690.0
6970	2680.0
6980	2556.0
6990	2640.0
7000	2888.0
7010	2690.0
7020	2786.0
7030	2894.0
7040	3018.0
7050	3082.0
7060	2984.0
7070	2626.0
7080	2762.0
7090	2354.0
7100	2306.0
7110	2262.0
7120	2566.0
7130	2368.0
7140	2318.0
7150	2524.0
7160	2558.0
7170	2378.0
7180	2394.0
7190	2336.0
7200	2272.0
7210	2354.0
7220	2370.0
7230	2424.0
7240	2554.0
7250	2196.0
7260	2640.0
7270	2560.0
7280	2650.0
