#MCS	TotalCells_Number	TCells_Number	ActivatedTCells_Number	Percentage_ActivatedTCells
96900	157	2	155	98.72611464968153
97000	157	2	155	98.72611464968153
97100	158	2	156	98.73417721518987
97200	158	2	156	98.73417721518987
97300	158	2	156	98.73417721518987
97400	158	2	156	98.73417721518987
97500	159	2	157	98.74213836477988
97600	159	2	157	98.74213836477988
97700	160	2	158	98.75
97800	160	2	158	98.75
97900	160	2	158	98.75
98000	160	2	158	98.75
98100	160	2	158	98.75
98200	160	2	158	98.75
98300	160	2	158	98.75
98400	160	2	158	98.75
98500	160	2	158	98.75
98600	160	2	158	98.75
98700	160	2	158	98.75
98800	161	2	159	98.75776397515527
98900	162	2	160	98.76543209876543
99000	162	2	160	98.76543209876543
99100	162	2	160	98.76543209876543
99200	162	2	160	98.76543209876543
99300	163	2	161	98.77300613496932
99400	163	2	161	98.77300613496932
99500	163	2	161	98.77300613496932
99600	163	2	161	98.77300613496932
99700	163	2	161	98.77300613496932
99800	163	2	161	98.77300613496932
99900	163	2	161	98.77300613496932
100000	163	2	161	98.77300613496932
100100	163	2	161	98.77300613496932
100200	163	2	161	98.77300613496932
100300	163	2	161	98.77300613496932
100400	163	2	161	98.77300613496932
100500	163	2	161	98.77300613496932
100600	163	2	161	98.77300613496932
100700	164	2	162	98.78048780487805
100800	164	2	162	98.78048780487805
100900	164	2	162	98.78048780487805
101000	164	2	162	98.78048780487805
101100	164	2	162	98.78048780487805
101200	164	2	162	98.78048780487805
101300	165	2	163	98.7878787878788
101400	165	2	163	98.7878787878788
101500	166	2	164	98.79518072289156
101600	166	2	164	98.79518072289156
101700	166	2	164	98.79518072289156
101800	166	2	164	98.79518072289156
101900	166	2	164	98.79518072289156
102000	166	2	164	98.79518072289156
102100	166	2	164	98.79518072289156
102200	166	2	164	98.79518072289156
102300	166	2	164	98.79518072289156
102400	166	2	164	98.79518072289156
102500	166	2	164	98.79518072289156
102600	166	2	164	98.79518072289156
102700	166	2	164	98.79518072289156
102800	166	2	164	98.79518072289156
102900	166	2	164	98.79518072289156
103000	166	2	164	98.79518072289156
103100	166	2	164	98.79518072289156
103200	166	2	164	98.79518072289156
103300	166	2	164	98.79518072289156
103400	166	2	164	98.79518072289156
103500	166	2	164	98.79518072289156
103600	166	2	164	98.79518072289156
103700	166	2	164	98.79518072289156
103800	166	2	164	98.79518072289156
103900	166	2	164	98.79518072289156
104000	167	2	165	98.80239520958084
104100	167	2	165	98.80239520958084
104200	167	2	165	98.80239520958084
104300	167	2	165	98.80239520958084
104400	167	2	165	98.80239520958084
104500	167	2	165	98.80239520958084
104600	167	2	165	98.80239520958084
104700	167	2	165	98.80239520958084
104800	168	2	166	98.80952380952381
104900	168	2	166	98.80952380952381
105000	169	2	167	98.81656804733728
105100	169	2	167	98.81656804733728
105200	169	2	167	98.81656804733728
105300	170	2	168	98.82352941176471
105400	170	2	168	98.82352941176471
105500	170	2	168	98.82352941176471
105600	170	2	168	98.82352941176471
105700	170	2	168	98.82352941176471
105800	170	2	168	98.82352941176471
105900	170	2	168	98.82352941176471
106000	170	2	168	98.82352941176471
106100	170	2	168	98.82352941176471
106200	170	2	168	98.82352941176471
106300	170	2	168	98.82352941176471
106400	170	2	168	98.82352941176471
106500	170	2	168	98.82352941176471
106600	170	2	168	98.82352941176471
106700	170	2	168	98.82352941176471
106800	170	2	168	98.82352941176471
106900	171	2	169	98.83040935672514
107000	171	2	169	98.83040935672514
107100	172	2	170	98.83720930232558
107200	172	2	170	98.83720930232558
107300	172	2	170	98.83720930232558
107400	172	2	170	98.83720930232558
107500	172	2	170	98.83720930232558
107600	172	2	170	98.83720930232558
107700	172	2	170	98.83720930232558
107800	172	2	170	98.83720930232558
107900	173	2	171	98.84393063583815
108000	173	2	171	98.84393063583815
108100	173	2	171	98.84393063583815
108200	174	2	172	98.85057471264368
108300	176	2	174	98.86363636363636
108400	176	2	174	98.86363636363636
108500	176	2	174	98.86363636363636
108600	176	2	174	98.86363636363636
108700	176	2	174	98.86363636363636
108800	176	2	174	98.86363636363636
108900	177	2	175	98.87005649717514
109000	177	2	175	98.87005649717514
109100	177	2	175	98.87005649717514
109200	177	2	175	98.87005649717514
109300	178	2	176	98.87640449438202
109400	178	2	176	98.87640449438202
109500	178	2	176	98.87640449438202
109600	178	2	176	98.87640449438202
109700	179	2	177	98.88268156424581
109800	179	2	177	98.88268156424581
109900	179	2	177	98.88268156424581
110000	180	2	178	98.88888888888889
110100	180	2	178	98.88888888888889
110200	181	2	179	98.89502762430939
110300	181	2	179	98.89502762430939
110400	181	2	179	98.89502762430939
110500	181	2	179	98.89502762430939
110600	181	2	179	98.89502762430939
110700	181	2	179	98.89502762430939
110800	181	2	179	98.89502762430939
110900	181	2	179	98.89502762430939
111000	181	2	179	98.89502762430939
111100	182	2	180	98.9010989010989
111200	182	2	180	98.9010989010989
111300	182	2	180	98.9010989010989
111400	182	2	180	98.9010989010989
111500	182	2	180	98.9010989010989
111600	182	2	180	98.9010989010989
111700	182	2	180	98.9010989010989
111800	182	2	180	98.9010989010989
111900	182	2	180	98.9010989010989
112000	182	2	180	98.9010989010989
112100	182	2	180	98.9010989010989
112200	182	2	180	98.9010989010989
112300	182	2	180	98.9010989010989
112400	182	2	180	98.9010989010989
112500	183	2	181	98.90710382513662
112600	183	2	181	98.90710382513662
112700	183	2	181	98.90710382513662
112800	183	2	181	98.90710382513662
112900	183	2	181	98.90710382513662
113000	184	2	182	98.91304347826086
113100	185	2	183	98.91891891891892
113200	185	2	183	98.91891891891892
113300	185	2	183	98.91891891891892
113400	185	2	183	98.91891891891892
113500	185	2	183	98.91891891891892
113600	185	2	183	98.91891891891892
113700	186	2	184	98.9247311827957
113800	186	2	184	98.9247311827957
113900	187	2	185	98.93048128342245
114000	187	2	185	98.93048128342245
114100	188	2	186	98.93617021276596
114200	188	2	186	98.93617021276596
114300	188	2	186	98.93617021276596
114400	188	2	186	98.93617021276596
114500	190	2	188	98.94736842105263
114600	190	2	188	98.94736842105263
114700	190	2	188	98.94736842105263
114800	190	2	188	98.94736842105263
114900	190	2	188	98.94736842105263
115000	190	2	188	98.94736842105263
115100	190	2	188	98.94736842105263
115200	190	2	188	98.94736842105263
115300	191	2	189	98.95287958115183
115400	191	2	189	98.95287958115183
115500	191	2	189	98.95287958115183
115600	192	2	190	98.95833333333334
115700	193	2	191	98.96373056994818
115800	193	2	191	98.96373056994818
115900	193	2	191	98.96373056994818
116000	193	2	191	98.96373056994818
116100	193	2	191	98.96373056994818
116200	193	2	191	98.96373056994818
116300	193	2	191	98.96373056994818
116400	193	2	191	98.96373056994818
116500	193	2	191	98.96373056994818
116600	193	2	191	98.96373056994818
116700	193	2	191	98.96373056994818
116800	195	2	193	98.97435897435898
116900	195	2	193	98.97435897435898
117000	195	2	193	98.97435897435898
117100	195	2	193	98.97435897435898
117200	195	2	193	98.97435897435898
117300	195	2	193	98.97435897435898
117400	195	2	193	98.97435897435898
117500	195	2	193	98.97435897435898
117600	195	2	193	98.97435897435898
117700	195	2	193	98.97435897435898
117800	195	2	193	98.97435897435898
117900	195	2	193	98.97435897435898
118000	195	2	193	98.97435897435898
118100	195	2	193	98.97435897435898
118200	195	2	193	98.97435897435898
118300	195	2	193	98.97435897435898
118400	195	2	193	98.97435897435898
118500	195	2	193	98.97435897435898
118600	196	2	194	98.9795918367347
118700	196	2	194	98.9795918367347
118800	197	2	195	98.98477157360406
118900	197	2	195	98.98477157360406
119000	197	2	195	98.98477157360406
119100	197	2	195	98.98477157360406
119200	198	2	196	98.98989898989899
119300	198	2	196	98.98989898989899
119400	198	2	196	98.98989898989899
119500	198	2	196	98.98989898989899
119600	198	2	196	98.98989898989899
119700	198	2	196	98.98989898989899
119800	198	2	196	98.98989898989899
119900	198	2	196	98.98989898989899
120000	198	2	196	98.98989898989899
120100	198	2	196	98.98989898989899
120200	198	2	196	98.98989898989899
120300	198	2	196	98.98989898989899
120400	198	2	196	98.98989898989899
120500	198	2	196	98.98989898989899
120600	198	2	196	98.98989898989899
120700	199	2	197	98.99497487437185
120800	200	2	198	99.0
120900	200	2	198	99.0
121000	200	2	198	99.0
121100	200	2	198	99.0
121200	200	2	198	99.0
121300	200	2	198	99.0
121400	200	2	198	99.0
121500	200	2	198	99.0
121600	200	2	198	99.0
121700	201	2	199	99.00497512437812
121800	201	2	199	99.00497512437812
121900	201	2	199	99.00497512437812
122000	201	2	199	99.00497512437812
122100	201	2	199	99.00497512437812
122200	201	2	199	99.00497512437812
122300	201	2	199	99.00497512437812
122400	201	2	199	99.00497512437812
122500	201	2	199	99.00497512437812
122600	201	2	199	99.00497512437812
122700	201	2	199	99.00497512437812
122800	201	2	199	99.00497512437812
122900	201	2	199	99.00497512437812
123000	201	2	199	99.00497512437812
123100	201	2	199	99.00497512437812
123200	201	2	199	99.00497512437812
123300	201	2	199	99.00497512437812
123400	201	2	199	99.00497512437812
123500	201	1	200	99.50248756218906
123600	201	1	200	99.50248756218906
123700	201	1	200	99.50248756218906
123800	201	1	200	99.50248756218906
123900	201	1	200	99.50248756218906
124000	201	1	200	99.50248756218906
124100	201	1	200	99.50248756218906
124200	201	1	200	99.50248756218906
124300	201	1	200	99.50248756218906
124400	202	1	201	99.5049504950495
124500	202	1	201	99.5049504950495
124600	202	1	201	99.5049504950495
124700	202	1	201	99.5049504950495
124800	202	1	201	99.5049504950495
124900	202	1	201	99.5049504950495
125000	202	1	201	99.5049504950495
125100	202	1	201	99.5049504950495
125200	202	1	201	99.5049504950495
125300	203	1	202	99.50738916256158
125400	203	1	202	99.50738916256158
125500	204	1	203	99.50980392156863
125600	204	1	203	99.50980392156863
125700	204	1	203	99.50980392156863
125800	204	1	203	99.50980392156863
125900	204	1	203	99.50980392156863
126000	204	1	203	99.50980392156863
126100	204	1	203	99.50980392156863
126200	204	1	203	99.50980392156863
126300	205	1	204	99.51219512195122
126400	205	1	204	99.51219512195122
126500	205	1	204	99.51219512195122
126600	205	1	204	99.51219512195122
126700	206	1	205	99.51456310679612
126800	206	1	205	99.51456310679612
126900	206	1	205	99.51456310679612
127000	206	1	205	99.51456310679612
127100	206	1	205	99.51456310679612
127200	206	1	205	99.51456310679612
127300	207	1	206	99.51690821256038
127400	208	1	207	99.51923076923077
127500	208	1	207	99.51923076923077
127600	208	1	207	99.51923076923077
127700	208	1	207	99.51923076923077
127800	208	1	207	99.51923076923077
127900	208	1	207	99.51923076923077
128000	208	1	207	99.51923076923077
128100	209	1	208	99.52153110047847
128200	209	1	208	99.52153110047847
128300	210	1	209	99.52380952380952
128400	210	1	209	99.52380952380952
128500	210	1	209	99.52380952380952
128600	211	1	210	99.52606635071089
128700	212	1	211	99.52830188679245
128800	212	1	211	99.52830188679245
128900	213	1	212	99.53051643192488
129000	214	1	213	99.53271028037383
129100	215	1	214	99.53488372093024
129200	215	1	214	99.53488372093024
129300	215	1	214	99.53488372093024
129400	216	1	215	99.53703703703704
129500	216	1	215	99.53703703703704
129600	216	1	215	99.53703703703704
129700	216	1	215	99.53703703703704
129800	216	1	215	99.53703703703704
129900	216	1	215	99.53703703703704
130000	216	1	215	99.53703703703704
130100	217	1	216	99.53917050691244
130200	217	1	216	99.53917050691244
130300	217	1	216	99.53917050691244
130400	217	1	216	99.53917050691244
130500	217	1	216	99.53917050691244
130600	217	1	216	99.53917050691244
130700	217	1	216	99.53917050691244
130800	217	1	216	99.53917050691244
130900	217	1	216	99.53917050691244
131000	217	1	216	99.53917050691244
131100	217	1	216	99.53917050691244
131200	218	1	217	99.54128440366972
131300	218	1	217	99.54128440366972
131400	219	1	218	99.54337899543378
131500	219	1	218	99.54337899543378
131600	219	1	218	99.54337899543378
131700	219	1	218	99.54337899543378
131800	219	1	218	99.54337899543378
131900	220	1	219	99.54545454545455
132000	221	1	220	99.5475113122172
132100	221	1	220	99.5475113122172
132200	221	1	220	99.5475113122172
132300	221	1	220	99.5475113122172
132400	222	1	221	99.54954954954955
132500	222	1	221	99.54954954954955
132600	223	1	222	99.55156950672645
132700	223	1	222	99.55156950672645
132800	223	1	222	99.55156950672645
132900	223	1	222	99.55156950672645
133000	223	1	222	99.55156950672645
133100	223	1	222	99.55156950672645
133200	224	1	223	99.55357142857143
133300	224	1	223	99.55357142857143
133400	224	1	223	99.55357142857143
133500	224	1	223	99.55357142857143
133600	224	1	223	99.55357142857143
133700	225	1	224	99.55555555555556
133800	225	1	224	99.55555555555556
133900	226	1	225	99.5575221238938
134000	226	1	225	99.5575221238938
134100	226	1	225	99.5575221238938
134200	226	1	225	99.5575221238938
134300	226	1	225	99.5575221238938
134400	226	1	225	99.5575221238938
134500	226	1	225	99.5575221238938
134600	226	1	225	99.5575221238938
134700	226	1	225	99.5575221238938
134800	226	1	225	99.5575221238938
134900	226	1	225	99.5575221238938
135000	226	1	225	99.5575221238938
135100	226	1	225	99.5575221238938
135200	226	1	225	99.5575221238938
135300	226	1	225	99.5575221238938
135400	226	1	225	99.5575221238938
135500	226	1	225	99.5575221238938
135600	226	1	225	99.5575221238938
135700	226	1	225	99.5575221238938
135800	226	1	225	99.5575221238938
135900	226	1	225	99.5575221238938
136000	226	1	225	99.5575221238938
136100	226	1	225	99.5575221238938
136200	226	1	225	99.5575221238938
136300	226	1	225	99.5575221238938
136400	226	1	225	99.5575221238938
136500	227	1	226	99.55947136563876
136600	228	1	227	99.56140350877193
136700	228	1	227	99.56140350877193
136800	228	1	227	99.56140350877193
136900	228	1	227	99.56140350877193
137000	228	1	227	99.56140350877193
137100	228	1	227	99.56140350877193
137200	228	1	227	99.56140350877193
137300	228	1	227	99.56140350877193
137400	228	1	227	99.56140350877193
137500	229	1	228	99.56331877729258
137600	229	1	228	99.56331877729258
137700	229	1	228	99.56331877729258
137800	229	1	228	99.56331877729258
137900	229	1	228	99.56331877729258
138000	229	1	228	99.56331877729258
138100	229	1	228	99.56331877729258
138200	229	1	228	99.56331877729258
138300	229	1	228	99.56331877729258
138400	229	1	228	99.56331877729258
138500	229	1	228	99.56331877729258
138600	229	1	228	99.56331877729258
138700	229	1	228	99.56331877729258
138800	229	1	228	99.56331877729258
138900	229	1	228	99.56331877729258
139000	229	1	228	99.56331877729258
139100	229	1	228	99.56331877729258
139200	229	1	228	99.56331877729258
139300	230	1	229	99.56521739130434
139400	230	1	229	99.56521739130434
139500	230	1	229	99.56521739130434
139600	232	1	231	99.56896551724138
139700	232	1	231	99.56896551724138
139800	232	1	231	99.56896551724138
139900	232	1	231	99.56896551724138
140000	232	1	231	99.56896551724138
140100	232	1	231	99.56896551724138
140200	232	1	231	99.56896551724138
140300	233	1	232	99.57081545064378
140400	233	1	232	99.57081545064378
140500	233	1	232	99.57081545064378
140600	234	1	233	99.57264957264957
140700	234	1	233	99.57264957264957
140800	234	1	233	99.57264957264957
140900	234	1	233	99.57264957264957
141000	235	1	234	99.57446808510639
141100	237	1	236	99.57805907172997
141200	237	1	236	99.57805907172997
141300	237	1	236	99.57805907172997
141400	237	1	236	99.57805907172997
141500	237	1	236	99.57805907172997
141600	237	1	236	99.57805907172997
141700	237	1	236	99.57805907172997
141800	237	1	236	99.57805907172997
141900	237	1	236	99.57805907172997
142000	237	1	236	99.57805907172997
142100	237	1	236	99.57805907172997
142200	238	1	237	99.57983193277312
142300	238	1	237	99.57983193277312
142400	238	1	237	99.57983193277312
142500	239	1	238	99.581589958159
142600	239	1	238	99.581589958159
142700	239	1	238	99.581589958159
142800	239	1	238	99.581589958159
142900	239	1	238	99.581589958159
143000	240	1	239	99.58333333333333
143100	240	1	239	99.58333333333333
143200	240	1	239	99.58333333333333
143300	241	1	240	99.5850622406639
143400	241	1	240	99.5850622406639
143500	241	1	240	99.5850622406639
143600	242	1	241	99.58677685950413
143700	242	1	241	99.58677685950413
143800	242	1	241	99.58677685950413
143900	242	1	241	99.58677685950413
144000	242	1	241	99.58677685950413
144100	242	1	241	99.58677685950413
144200	242	1	241	99.58677685950413
144300	242	1	241	99.58677685950413
144400	242	1	241	99.58677685950413
144500	242	1	241	99.58677685950413
144600	243	1	242	99.58847736625515
144700	243	1	242	99.58847736625515
144800	243	1	242	99.58847736625515
144900	243	1	242	99.58847736625515
145000	243	1	242	99.58847736625515
145100	243	1	242	99.58847736625515
145200	243	1	242	99.58847736625515
145300	243	1	242	99.58847736625515
145400	244	1	243	99.59016393442623
145500	244	1	243	99.59016393442623
145600	245	1	244	99.59183673469387
145700	245	1	244	99.59183673469387
145800	245	1	244	99.59183673469387
145900	245	1	244	99.59183673469387
146000	245	1	244	99.59183673469387
146100	246	1	245	99.59349593495935
146200	246	1	245	99.59349593495935
146300	247	1	246	99.59514170040485
146400	247	1	246	99.59514170040485
146500	247	1	246	99.59514170040485
146600	247	1	246	99.59514170040485
146700	247	1	246	99.59514170040485
146800	249	1	248	99.59839357429718
146900	249	1	248	99.59839357429718
147000	249	1	248	99.59839357429718
147100	250	1	249	99.6
147200	250	1	249	99.6
147300	250	1	249	99.6
147400	250	1	249	99.6
147500	250	1	249	99.6
147600	250	1	249	99.6
147700	250	1	249	99.6
147800	250	1	249	99.6
147900	250	1	249	99.6
148000	250	1	249	99.6
148100	250	1	249	99.6
148200	250	1	249	99.6
148300	250	1	249	99.6
148400	250	1	249	99.6
148500	250	1	249	99.6
148600	250	1	249	99.6
148700	251	1	250	99.60159362549801
148800	251	1	250	99.60159362549801
148900	251	1	250	99.60159362549801
149000	252	1	251	99.60317460317461
149100	252	1	251	99.60317460317461
149200	252	1	251	99.60317460317461
149300	252	1	251	99.60317460317461
149400	252	1	251	99.60317460317461
149500	252	1	251	99.60317460317461
149600	253	1	252	99.60474308300395
149700	253	1	252	99.60474308300395
149800	253	1	252	99.60474308300395
149900	253	1	252	99.60474308300395
150000	253	1	252	99.60474308300395
150100	253	1	252	99.60474308300395
150200	253	1	252	99.60474308300395
150300	254	1	253	99.60629921259843
150400	255	1	254	99.6078431372549
150500	256	1	255	99.609375
150600	256	1	255	99.609375
150700	257	1	256	99.61089494163424
150800	257	1	256	99.61089494163424
150900	257	1	256	99.61089494163424
151000	257	1	256	99.61089494163424
151100	258	1	257	99.6124031007752
151200	258	1	257	99.6124031007752
151300	258	1	257	99.6124031007752
151400	259	1	258	99.61389961389962
151500	259	1	258	99.61389961389962
151600	259	1	258	99.61389961389962
151700	260	1	259	99.61538461538461
151800	261	1	260	99.61685823754789
151900	263	1	262	99.61977186311786
152000	263	1	262	99.61977186311786
152100	263	1	262	99.61977186311786
152200	263	1	262	99.61977186311786
152300	263	1	262	99.61977186311786
152400	263	1	262	99.61977186311786
152500	263	1	262	99.61977186311786
152600	263	1	262	99.61977186311786
152700	263	1	262	99.61977186311786
152800	263	1	262	99.61977186311786
152900	264	1	263	99.62121212121212
153000	264	1	263	99.62121212121212
153100	264	1	263	99.62121212121212
153200	264	1	263	99.62121212121212
153300	264	1	263	99.62121212121212
153400	264	1	263	99.62121212121212
153500	264	1	263	99.62121212121212
153600	264	1	263	99.62121212121212
153700	264	1	263	99.62121212121212
153800	264	1	263	99.62121212121212
153900	264	1	263	99.62121212121212
154000	265	1	264	99.62264150943396
154100	265	1	264	99.62264150943396
154200	265	1	264	99.62264150943396
154300	265	1	264	99.62264150943396
154400	266	1	265	99.62406015037594
154500	266	1	265	99.62406015037594
154600	266	1	265	99.62406015037594
154700	266	1	265	99.62406015037594
154800	266	1	265	99.62406015037594
154900	266	1	265	99.62406015037594
155000	266	1	265	99.62406015037594
155100	266	1	265	99.62406015037594
155200	266	1	265	99.62406015037594
155300	267	1	266	99.625468164794
155400	267	1	266	99.625468164794
155500	267	1	266	99.625468164794
155600	267	1	266	99.625468164794
155700	267	1	266	99.625468164794
155800	267	1	266	99.625468164794
155900	267	1	266	99.625468164794
156000	267	1	266	99.625468164794
156100	267	1	266	99.625468164794
156200	267	1	266	99.625468164794
156300	267	1	266	99.625468164794
156400	267	1	266	99.625468164794
156500	267	1	266	99.625468164794
156600	267	1	266	99.625468164794
156700	267	1	266	99.625468164794
156800	267	1	266	99.625468164794
156900	268	1	267	99.6268656716418
157000	268	1	267	99.6268656716418
157100	268	1	267	99.6268656716418
157200	268	1	267	99.6268656716418
157300	268	1	267	99.6268656716418
157400	268	1	267	99.6268656716418
157500	268	1	267	99.6268656716418
157600	269	1	268	99.62825278810409
157700	269	1	268	99.62825278810409
157800	269	1	268	99.62825278810409
157900	269	1	268	99.62825278810409
158000	269	1	268	99.62825278810409
158100	269	1	268	99.62825278810409
158200	270	1	269	99.62962962962963
158300	270	1	269	99.62962962962963
158400	270	1	269	99.62962962962963
158500	270	1	269	99.62962962962963
158600	270	1	269	99.62962962962963
158700	270	1	269	99.62962962962963
158800	270	1	269	99.62962962962963
158900	270	1	269	99.62962962962963
159000	270	1	269	99.62962962962963
159100	270	1	269	99.62962962962963
159200	270	1	269	99.62962962962963
159300	270	1	269	99.62962962962963
159400	270	1	269	99.62962962962963
159500	270	1	269	99.62962962962963
159600	272	1	271	99.63235294117648
159700	272	1	271	99.63235294117648
159800	273	1	272	99.63369963369964
159900	276	1	275	99.63768115942028
160000	276	1	275	99.63768115942028
160100	276	1	275	99.63768115942028
160200	276	1	275	99.63768115942028
160300	277	1	276	99.63898916967509
160400	277	1	276	99.63898916967509
160500	277	1	276	99.63898916967509
160600	277	1	276	99.63898916967509
160700	277	1	276	99.63898916967509
160800	277	1	276	99.63898916967509
160900	277	1	276	99.63898916967509
161000	277	1	276	99.63898916967509
161100	278	1	277	99.64028776978418
161200	278	1	277	99.64028776978418
161300	278	1	277	99.64028776978418
161400	278	1	277	99.64028776978418
161500	278	1	277	99.64028776978418
161600	279	1	278	99.6415770609319
161700	281	1	280	99.644128113879
161800	283	1	282	99.64664310954063
161900	283	1	282	99.64664310954063
162000	283	1	282	99.64664310954063
162100	284	1	283	99.64788732394366
162200	285	1	284	99.64912280701755
162300	285	1	284	99.64912280701755
162400	285	1	284	99.64912280701755
162500	285	1	284	99.64912280701755
162600	285	1	284	99.64912280701755
162700	286	1	285	99.65034965034964
162800	286	1	285	99.65034965034964
162900	286	1	285	99.65034965034964
163000	286	1	285	99.65034965034964
163100	286	1	285	99.65034965034964
163200	286	1	285	99.65034965034964
163300	286	1	285	99.65034965034964
163400	286	1	285	99.65034965034964
163500	286	1	285	99.65034965034964
163600	286	1	285	99.65034965034964
163700	286	1	285	99.65034965034964
163800	286	1	285	99.65034965034964
163900	286	1	285	99.65034965034964
164000	286	1	285	99.65034965034964
164100	286	1	285	99.65034965034964
164200	286	1	285	99.65034965034964
164300	287	1	286	99.65156794425087
164400	287	1	286	99.65156794425087
164500	289	1	288	99.65397923875432
164600	289	1	288	99.65397923875432
164700	290	1	289	99.6551724137931
164800	291	1	290	99.65635738831615
164900	291	1	290	99.65635738831615
165000	291	1	290	99.65635738831615
165100	292	1	291	99.65753424657534
165200	292	1	291	99.65753424657534
165300	294	1	293	99.65986394557824
165400	294	1	293	99.65986394557824
165500	295	1	294	99.66101694915255
165600	295	1	294	99.66101694915255
165700	297	1	296	99.66329966329967
165800	297	1	296	99.66329966329967
165900	297	1	296	99.66329966329967
166000	298	1	297	99.66442953020133
166100	298	1	297	99.66442953020133
166200	298	1	297	99.66442953020133
166300	298	1	297	99.66442953020133
166400	298	1	297	99.66442953020133
166500	298	1	297	99.66442953020133
166600	298	1	297	99.66442953020133
166700	298	1	297	99.66442953020133
166800	299	1	298	99.66555183946488
166900	299	1	298	99.66555183946488
167000	300	1	299	99.66666666666667
167100	300	1	299	99.66666666666667
167200	300	1	299	99.66666666666667
167300	300	1	299	99.66666666666667
167400	301	1	300	99.66777408637874
167500	301	1	300	99.66777408637874
167600	301	1	300	99.66777408637874
167700	301	1	300	99.66777408637874
167800	301	1	300	99.66777408637874
