#MCS	Total_energy
61100	248743.0503583976
61200	249048.60810878352
61300	249428.17362247896
61400	250025.79373180578
61500	250508.49134923157
61600	250512.88284193628
61700	250746.29634737925
61800	251263.97294252564
61900	251269.09902174957
62000	251024.22218110214
62100	251653.81328562822
62200	252007.76971453504
62300	252346.99042339547
62400	252786.5487069677
62500	253085.89295736258
62600	253441.14979893685
62700	253283.32005439157
62800	253169.74423180937
62900	254079.53372648932
63000	253818.57559042092
63100	254727.7150227331
63200	254708.55254751167
63300	254895.63649988358
63400	255582.47647541258
63500	255524.69562083573
63600	255174.24705824855
63700	255758.87305265505
63800	255861.94283273007
63900	256003.387678995
64000	256498.53945540177
64100	256497.5433615755
64200	256847.09967715276
64300	257022.63573352486
64400	257664.21775394643
64500	257163.45619999137
64600	257291.9685099681
64700	257865.6295720807
64800	258456.88385641522
64900	257917.57153203877
65000	259194.65388488848
65100	259162.66847732334
65200	259254.37686756958
65300	260292.2402755927
65400	259340.9923628346
65500	260048.00502938248
65600	260566.89384118517
65700	260302.83042131714
65800	260089.427021747
65900	260956.70130743252
66000	261344.24969002887
66100	261062.9986293974
66200	261197.78944573287
66300	261789.0729270924
66400	261526.66438538604
66500	262128.8233509213
66600	262714.72014286154
66700	263001.366860696
66800	263368.07870349236
66900	262899.46663772897
67000	263346.3728165333
67100	263453.6050033103
67200	264187.60501478345
67300	263395.19560777873
67400	264208.39026835706
67500	263863.78333852976
67600	264992.41683592246
67700	264069.0276628014
67800	264918.44239678944
67900	264676.92771617684
68000	265017.26006028603
68100	265093.4220810267
68200	265866.67246631254
68300	265832.3155146695
68400	266369.8235659953
68500	266524.13021528476
68600	266498.9504242409
68700	268176.61221898824
68800	267282.81072900904
68900	268029.07953054935
69000	268096.6252254191
69100	268636.2911998131
69200	268818.7212022276
69300	268870.1147725474
69400	269523.1373476837
69500	269573.6178284117
69600	269333.98056224996
69700	269905.7588200141
69800	270728.8270809574
69900	270297.1327342876
70000	270947.73208507383
70100	271244.7292779817
70200	271766.159521112
70300	271949.36483707366
70400	272230.4475830597
70500	272267.19034678285
70600	272013.2085657347
70700	272349.56693341985
