#MCS	Total_cells	P_mean	P10	P20	P30	P40	P50	P60	P70	P75	P80	P90	P95	P99	P_max
159700	257	36.602379622390565	30.200607720464905	32.88103275932117	34.9648150527526	36.388926037975764	37.310063708886446	38.054310515342515	39.299072445258204	39.68084459090642	39.96865616775467	41.444869812730396	43.19360755937341	45.02011147827274	45.266980307182166
159800	257	35.97830444919145	29.803064701211042	32.286373046070366	34.06035462749387	36.05289821484621	36.73840387295604	37.95288199019742	38.695513806461896	39.600630664808705	39.81806107897064	40.901818374479625	41.676771967231616	43.09409999365009	43.764943298632716
159900	257	36.13993820397404	30.254806022251795	32.72527409645518	34.99401671213527	36.055177877871756	36.75032403865589	37.86045676071226	38.478998004092134	39.08026324695311	39.65731187668607	40.60317153180513	41.65948772696684	43.44074829989673	45.11052126591676
160000	258	36.125856879212606	29.204335926788737	32.657211048941825	34.836555168455014	36.2796148226098	37.15771080764898	37.880984714270014	38.3811523951119	39.0406094699274	39.65515031668474	40.90105757127712	41.656486399531694	43.932412013678736	44.69838291013548
160100	258	36.23403064653688	29.63356969532515	32.814161728377805	35.01596602185655	36.3373919206886	37.13559395642824	37.88976553679131	38.46277394446333	39.341106135550945	39.75289842200546	40.90551527379576	41.630628703683485	43.643307071386225	45.552707228323925
160200	258	36.16733852666481	29.44873708913756	31.85072120214245	34.257789924997994	36.04358730200693	37.39432884337293	38.124790554979334	39.12921763713575	39.60378236760607	39.87880997872853	41.401107149094784	41.81604770511922	43.76693772912188	44.55698887091239
160300	258	36.095628199286914	28.878524701899277	32.278059142482014	34.03142213314313	36.160907550363845	37.200063101448904	37.8590312846758	38.845378304444964	39.387863260166796	39.90667954586134	41.33148266973804	41.93473918451891	44.242066332868276	46.35078154800249
160400	258	36.14580881241423	29.491397686762323	32.0603760427799	34.85991622130295	36.10493221004981	36.98854195837066	37.93407339694568	38.51829197888128	39.122917664768465	39.67676042353414	41.447557343176776	42.05364352402039	43.53079883462058	49.1967211088413
160500	258	36.19920647954739	30.239402503983094	32.52325475366233	34.292681815553166	36.09807674148142	37.05678765358425	37.88638998756433	38.57388966417602	39.43113565892281	39.70721452428989	40.90871916165033	41.53534222244307	43.28460566487294	45.781936958579536
160600	259	36.20102793347599	29.44036207410063	31.944687264106324	34.56122955319006	36.35912287714418	37.32992836290123	38.030407012557774	38.972064397280334	39.54721651217096	39.78392106522661	41.40775250414335	41.848508870641126	43.568625036011106	47.11026639116426
160700	259	36.003534577140194	28.578014990011432	32.244504150695136	34.24730347508048	36.28627528385914	37.296509326921296	37.89022146939642	39.04082233002919	39.63078126825803	39.82813828817634	41.16999738348859	41.88188808118266	43.50304627187921	45.226481956204225
160800	259	36.14144779700863	29.615383889532495	32.66390172259271	34.71544738357734	36.0751510218739	36.97631280220048	37.86538138216383	38.451957904710795	39.149353516118936	39.67885331898651	40.480182338285886	41.53263271934102	42.99033769781486	44.832210116062924
160900	259	35.73555617303969	28.83343337924125	31.914518807874266	34.374714665552894	36.065661581207316	36.88158319045215	37.86175864056058	38.391761067926566	38.849145241601036	39.653881395819916	40.203609774811774	41.40236371034079	43.696834383200645	45.348402729341615
161000	259	35.99663517801357	29.404510939796456	32.172862306889876	33.89429628228354	36.00973842595049	37.36536613662065	38.018865875168196	38.61606892331256	39.37243090278753	39.688312547251556	41.078310984550264	41.76047542570759	43.30969788832932	43.37679633625885
161100	260	36.19975804033305	29.435300123551134	32.562215018743515	34.67284927069213	36.24240687681813	37.259485402120845	38.08143301218261	38.8457532128823	39.55236463672941	39.67881761342105	40.94422285333676	41.768602561722766	43.400270685612576	48.40048699907493
161200	260	36.38982055928669	29.94884159859439	33.57220324272039	34.86658424091329	36.28255091872343	37.44063621519308	38.11253255969859	39.12573153798494	39.57029123384973	39.73201890595701	40.94960752726638	41.82217052295018	44.2741571218131	45.348402729341615
