#MCS	Initial_cells	Initial_cells_activated	Initial_cells_with_1_or_more_divisions	Percent_initial_cells_with_1_or_more_divisions_respect_totalinitial	Percent_initial_cells_with_1_or_more_divisions_respect_activatedinitial
0	100	7	0	0.0	0.0
100	100	15	0	0.0	0.0
200	100	17	0	0.0	0.0
300	100	19	0	0.0	0.0
400	100	22	0	0.0	0.0
500	100	24	0	0.0	0.0
600	100	25	0	0.0	0.0
700	100	27	0	0.0	0.0
800	100	28	0	0.0	0.0
900	100	28	0	0.0	0.0
1000	100	28	0	0.0	0.0
1100	100	28	0	0.0	0.0
1200	100	30	0	0.0	0.0
1300	100	31	0	0.0	0.0
1400	100	31	0	0.0	0.0
1500	100	31	0	0.0	0.0
1600	100	32	0	0.0	0.0
1700	100	34	0	0.0	0.0
1800	100	34	0	0.0	0.0
1900	100	34	0	0.0	0.0
2000	100	34	0	0.0	0.0
2100	100	34	0	0.0	0.0
2200	100	34	0	0.0	0.0
2300	100	34	0	0.0	0.0
2400	100	35	0	0.0	0.0
2500	100	36	0	0.0	0.0
2600	100	36	0	0.0	0.0
2700	100	36	0	0.0	0.0
2800	100	37	0	0.0	0.0
2900	100	37	0	0.0	0.0
3000	100	37	0	0.0	0.0
3100	100	37	0	0.0	0.0
3200	100	38	0	0.0	0.0
3300	100	39	0	0.0	0.0
3400	100	39	0	0.0	0.0
3500	100	40	0	0.0	0.0
3600	100	40	0	0.0	0.0
3700	100	41	0	0.0	0.0
3800	100	41	0	0.0	0.0
3900	100	41	0	0.0	0.0
4000	100	41	0	0.0	0.0
4100	100	41	0	0.0	0.0
4200	100	41	0	0.0	0.0
4300	100	41	0	0.0	0.0
4400	100	41	0	0.0	0.0
4500	100	42	0	0.0	0.0
4600	100	43	0	0.0	0.0
4700	100	44	0	0.0	0.0
4800	100	44	0	0.0	0.0
4900	100	46	0	0.0	0.0
5000	100	46	0	0.0	0.0
5100	100	46	0	0.0	0.0
5200	100	47	0	0.0	0.0
5300	100	47	0	0.0	0.0
5400	100	48	0	0.0	0.0
5500	100	48	0	0.0	0.0
5600	100	49	0	0.0	0.0
5700	100	50	0	0.0	0.0
5800	100	50	0	0.0	0.0
5900	100	50	0	0.0	0.0
6000	100	50	0	0.0	0.0
6100	100	50	0	0.0	0.0
6200	100	50	0	0.0	0.0
6300	100	50	0	0.0	0.0
6400	100	50	0	0.0	0.0
6500	100	50	0	0.0	0.0
6600	100	50	0	0.0	0.0
6700	100	50	0	0.0	0.0
6800	100	51	0	0.0	0.0
6900	100	51	0	0.0	0.0
7000	100	51	0	0.0	0.0
7100	100	51	0	0.0	0.0
7200	100	51	0	0.0	0.0
7300	100	51	0	0.0	0.0
7400	100	51	0	0.0	0.0
7500	100	51	0	0.0	0.0
7600	100	51	0	0.0	0.0
7700	100	51	0	0.0	0.0
7800	100	51	0	0.0	0.0
7900	100	51	0	0.0	0.0
8000	100	52	0	0.0	0.0
8100	100	52	0	0.0	0.0
8200	100	52	0	0.0	0.0
8300	100	52	0	0.0	0.0
8400	100	52	0	0.0	0.0
8500	100	53	0	0.0	0.0
