#MCS	ActivatedTCell_Wall_contact_area	Total_cell_Wall_contact_area
108300	3024.0	3024.0
108400	3014.0	3014.0
108500	3004.0	3004.0
108600	3027.0	3027.0
108700	3012.0	3012.0
108800	3026.0	3026.0
108900	3068.0	3068.0
109000	3021.0	3021.0
109100	3052.0	3052.0
109200	3023.0	3023.0
109300	3047.0	3047.0
109400	3080.0	3080.0
109500	3051.0	3051.0
109600	3026.0	3026.0
109700	3044.0	3044.0
109800	3024.0	3024.0
109900	3030.0	3030.0
110000	3034.0	3034.0
110100	3061.0	3061.0
110200	3063.0	3063.0
110300	3072.0	3072.0
110400	3051.0	3051.0
110500	3062.0	3062.0
110600	3074.0	3074.0
110700	3084.0	3084.0
110800	3102.0	3102.0
110900	3084.0	3084.0
111000	3041.0	3041.0
111100	3103.0	3103.0
111200	3130.0	3130.0
111300	3113.0	3113.0
111400	3119.0	3119.0
111500	3112.0	3112.0
111600	3136.0	3136.0
111700	3116.0	3116.0
111800	3121.0	3121.0
111900	3141.0	3141.0
112000	3107.0	3107.0
112100	3101.0	3101.0
112200	3115.0	3115.0
112300	3125.0	3125.0
112400	3120.0	3120.0
112500	3140.0	3140.0
112600	3164.0	3164.0
112700	3128.0	3128.0
112800	3146.0	3146.0
112900	3151.0	3151.0
113000	3132.0	3132.0
113100	3143.0	3143.0
113200	3150.0	3150.0
113300	3175.0	3175.0
113400	3170.0	3170.0
113500	3182.0	3182.0
113600	3190.0	3190.0
113700	3175.0	3175.0
113800	3166.0	3166.0
113900	3135.0	3135.0
114000	3180.0	3180.0
114100	3180.0	3180.0
114200	3150.0	3150.0
114300	3204.0	3204.0
114400	3190.0	3190.0
114500	3200.0	3200.0
114600	3196.0	3196.0
114700	3221.0	3221.0
114800	3236.0	3236.0
114900	3235.0	3235.0
115000	3229.0	3229.0
115100	3197.0	3197.0
115200	3196.0	3196.0
115300	3211.0	3211.0
115400	3209.0	3209.0
115500	3221.0	3221.0
115600	3207.0	3207.0
115700	3226.0	3226.0
115800	3219.0	3219.0
115900	3232.0	3232.0
116000	3217.0	3217.0
116100	3230.0	3230.0
116200	3230.0	3230.0
116300	3242.0	3242.0
116400	3240.0	3240.0
116500	3251.0	3251.0
116600	3243.0	3243.0
116700	3283.0	3283.0
116800	3303.0	3303.0
116900	3266.0	3266.0
117000	3271.0	3271.0
117100	3282.0	3282.0
117200	3255.0	3255.0
117300	3266.0	3266.0
117400	3249.0	3249.0
117500	3239.0	3239.0
117600	3264.0	3264.0
117700	3299.0	3299.0
117800	3242.0	3242.0
117900	3245.0	3245.0
118000	3267.0	3267.0
118100	3290.0	3290.0
118200	3308.0	3308.0
118300	3312.0	3312.0
118400	3315.0	3315.0
118500	3293.0	3293.0
118600	3310.0	3310.0
118700	3344.0	3344.0
118800	3337.0	3337.0
118900	3324.0	3324.0
119000	3341.0	3341.0
119100	3318.0	3318.0
119200	3355.0	3355.0
119300	3379.0	3379.0
119400	3363.0	3363.0
119500	3386.0	3386.0
119600	3392.0	3392.0
119700	3391.0	3391.0
119800	3390.0	3390.0
119900	3332.0	3332.0
120000	3350.0	3350.0
120100	3372.0	3372.0
120200	3380.0	3380.0
120300	3383.0	3383.0
120400	3368.0	3368.0
120500	3386.0	3386.0
120600	3352.0	3352.0
120700	3388.0	3388.0
120800	3375.0	3375.0
120900	3353.0	3353.0
121000	3369.0	3369.0
121100	3376.0	3376.0
121200	3387.0	3387.0
121300	3409.0	3409.0
121400	3374.0	3374.0
121500	3372.0	3372.0
121600	3382.0	3382.0
121700	3397.0	3397.0
121800	3404.0	3404.0
121900	3395.0	3395.0
122000	3387.0	3387.0
122100	3397.0	3397.0
122200	3419.0	3419.0
122300	3400.0	3400.0
122400	3402.0	3402.0
122500	3396.0	3396.0
122600	3416.0	3416.0
122700	3417.0	3417.0
122800	3413.0	3413.0
122900	3409.0	3409.0
123000	3405.0	3405.0
123100	3434.0	3434.0
123200	3443.0	3443.0
123300	3433.0	3433.0
123400	3450.0	3450.0
123500	3437.0	3437.0
123600	3464.0	3464.0
123700	3430.0	3430.0
123800	3445.0	3445.0
123900	3427.0	3427.0
124000	3419.0	3419.0
124100	3442.0	3442.0
124200	3458.0	3458.0
124300	3435.0	3435.0
124400	3444.0	3444.0
124500	3476.0	3476.0
124600	3450.0	3450.0
124700	3462.0	3462.0
124800	3487.0	3487.0
124900	3498.0	3498.0
125000	3458.0	3458.0
125100	3483.0	3483.0
125200	3505.0	3505.0
125300	3471.0	3471.0
125400	3512.0	3512.0
125500	3482.0	3482.0
125600	3442.0	3442.0
125700	3478.0	3478.0
125800	3475.0	3475.0
125900	3468.0	3468.0
126000	3477.0	3477.0
126100	3463.0	3463.0
126200	3493.0	3493.0
126300	3482.0	3482.0
126400	3494.0	3494.0
126500	3491.0	3491.0
126600	3503.0	3503.0
126700	3514.0	3514.0
126800	3513.0	3513.0
126900	3483.0	3483.0
127000	3518.0	3518.0
127100	3498.0	3498.0
127200	3546.0	3546.0
127300	3521.0	3521.0
127400	3553.0	3553.0
127500	3550.0	3550.0
127600	3532.0	3532.0
127700	3551.0	3551.0
127800	3573.0	3573.0
127900	3573.0	3573.0
128000	3567.0	3567.0
128100	3576.0	3576.0
128200	3564.0	3564.0
128300	3572.0	3572.0
128400	3589.0	3589.0
128500	3603.0	3603.0
128600	3602.0	3602.0
128700	3591.0	3591.0
128800	3599.0	3599.0
128900	3623.0	3623.0
129000	3590.0	3590.0
129100	3599.0	3599.0
129200	3630.0	3630.0
129300	3636.0	3636.0
129400	3672.0	3672.0
129500	3661.0	3661.0
129600	3657.0	3657.0
129700	3654.0	3654.0
129800	3636.0	3636.0
129900	3644.0	3644.0
130000	3622.0	3622.0
130100	3633.0	3633.0
130200	3676.0	3676.0
130300	3655.0	3655.0
130400	3664.0	3664.0
130500	3669.0	3669.0
130600	3664.0	3664.0
130700	3647.0	3647.0
130800	3658.0	3658.0
130900	3659.0	3659.0
131000	3681.0	3681.0
131100	3661.0	3661.0
131200	3651.0	3651.0
131300	3686.0	3686.0
131400	3697.0	3697.0
131500	3709.0	3709.0
131600	3721.0	3721.0
131700	3708.0	3708.0
131800	3700.0	3700.0
131900	3752.0	3752.0
132000	3720.0	3720.0
132100	3760.0	3760.0
132200	3749.0	3749.0
132300	3738.0	3738.0
132400	3741.0	3741.0
132500	3732.0	3732.0
132600	3736.0	3736.0
132700	3749.0	3749.0
132800	3744.0	3744.0
132900	3782.0	3782.0
133000	3780.0	3780.0
133100	3769.0	3769.0
133200	3756.0	3756.0
133300	3749.0	3749.0
133400	3769.0	3769.0
133500	3793.0	3793.0
133600	3775.0	3775.0
133700	3769.0	3769.0
133800	3791.0	3791.0
133900	3792.0	3792.0
134000	3794.0	3794.0
134100	3800.0	3800.0
134200	3780.0	3780.0
134300	3794.0	3794.0
134400	3768.0	3768.0
134500	3810.0	3810.0
134600	3794.0	3794.0
134700	3821.0	3821.0
134800	3817.0	3817.0
134900	3788.0	3788.0
135000	3808.0	3808.0
135100	3803.0	3803.0
135200	3808.0	3808.0
135300	3804.0	3804.0
135400	3820.0	3820.0
135500	3813.0	3813.0
135600	3803.0	3803.0
135700	3788.0	3788.0
135800	3816.0	3816.0
135900	3840.0	3840.0
136000	3865.0	3865.0
136100	3863.0	3863.0
136200	3844.0	3844.0
136300	3863.0	3863.0
136400	3858.0	3858.0
136500	3851.0	3851.0
136600	3862.0	3862.0
136700	3852.0	3852.0
136800	3860.0	3860.0
136900	3836.0	3836.0
137000	3880.0	3880.0
137100	3882.0	3882.0
137200	3861.0	3861.0
137300	3902.0	3902.0
137400	3882.0	3882.0
137500	3901.0	3901.0
137600	3925.0	3925.0
137700	3880.0	3880.0
137800	3920.0	3920.0
137900	3920.0	3920.0
138000	3930.0	3930.0
138100	3902.0	3902.0
138200	3910.0	3910.0
138300	3935.0	3935.0
138400	3937.0	3937.0
138500	3935.0	3935.0
138600	3912.0	3912.0
138700	3931.0	3931.0
138800	3933.0	3933.0
138900	3963.0	3963.0
139000	3938.0	3938.0
139100	3935.0	3935.0
139200	3942.0	3942.0
139300	3923.0	3923.0
139400	3921.0	3921.0
139500	3937.0	3937.0
139600	3952.0	3952.0
139700	3968.0	3968.0
139800	3957.0	3957.0
139900	4003.0	4003.0
140000	3980.0	3980.0
140100	3991.0	3991.0
140200	3991.0	3991.0
140300	3985.0	3985.0
140400	3989.0	3989.0
140500	3986.0	3986.0
140600	3961.0	3961.0
140700	4001.0	4001.0
140800	3973.0	3973.0
140900	3984.0	3984.0
141000	4012.0	4012.0
141100	3996.0	3996.0
141200	3995.0	3995.0
141300	3981.0	3981.0
141400	4013.0	4013.0
141500	4001.0	4001.0
141600	3997.0	3997.0
141700	4005.0	4005.0
141800	4048.0	4048.0
141900	4028.0	4028.0
142000	4032.0	4032.0
142100	4033.0	4033.0
142200	4045.0	4045.0
142300	4033.0	4033.0
142400	4027.0	4027.0
142500	4043.0	4043.0
142600	4018.0	4018.0
142700	4070.0	4070.0
142800	4023.0	4023.0
142900	4057.0	4057.0
143000	4068.0	4068.0
143100	4044.0	4044.0
143200	4050.0	4050.0
143300	4047.0	4047.0
143400	4055.0	4055.0
143500	4079.0	4079.0
143600	4091.0	4091.0
143700	4091.0	4091.0
143800	4104.0	4104.0
143900	4099.0	4099.0
144000	4077.0	4077.0
144100	4098.0	4098.0
144200	4091.0	4091.0
144300	4105.0	4105.0
144400	4096.0	4096.0
144500	4080.0	4080.0
144600	4092.0	4092.0
144700	4101.0	4101.0
144800	4094.0	4094.0
144900	4123.0	4123.0
145000	4118.0	4118.0
145100	4134.0	4134.0
145200	4110.0	4110.0
145300	4142.0	4142.0
145400	4115.0	4115.0
145500	4101.0	4101.0
145600	4119.0	4119.0
145700	4156.0	4156.0
145800	4141.0	4141.0
145900	4153.0	4153.0
146000	4156.0	4156.0
146100	4143.0	4143.0
146200	4169.0	4169.0
146300	4168.0	4168.0
146400	4170.0	4170.0
146500	4178.0	4178.0
146600	4163.0	4163.0
146700	4170.0	4170.0
146800	4145.0	4145.0
146900	4178.0	4178.0
147000	4143.0	4143.0
147100	4175.0	4175.0
147200	4222.0	4222.0
147300	4212.0	4212.0
147400	4253.0	4253.0
147500	4203.0	4203.0
147600	4222.0	4222.0
147700	4235.0	4235.0
147800	4248.0	4248.0
147900	4223.0	4223.0
148000	4209.0	4209.0
148100	4224.0	4224.0
148200	4205.0	4205.0
148300	4218.0	4218.0
148400	4217.0	4217.0
148500	4229.0	4229.0
148600	4237.0	4237.0
148700	4242.0	4242.0
148800	4233.0	4233.0
148900	4234.0	4234.0
149000	4232.0	4232.0
149100	4244.0	4244.0
149200	4220.0	4220.0
149300	4233.0	4233.0
149400	4269.0	4269.0
149500	4246.0	4246.0
149600	4231.0	4231.0
149700	4288.0	4288.0
149800	4282.0	4282.0
149900	4306.0	4306.0
150000	4302.0	4302.0
150100	4293.0	4293.0
150200	4286.0	4286.0
150300	4296.0	4296.0
150400	4319.0	4319.0
150500	4272.0	4272.0
150600	4302.0	4302.0
150700	4338.0	4338.0
150800	4334.0	4334.0
150900	4326.0	4326.0
151000	4317.0	4317.0
151100	4336.0	4336.0
151200	4338.0	4338.0
151300	4361.0	4361.0
151400	4350.0	4350.0
151500	4342.0	4342.0
151600	4363.0	4363.0
151700	4361.0	4361.0
151800	4373.0	4373.0
151900	4382.0	4382.0
152000	4411.0	4411.0
152100	4405.0	4405.0
152200	4439.0	4439.0
152300	4410.0	4410.0
152400	4412.0	4412.0
152500	4415.0	4415.0
152600	4411.0	4411.0
152700	4425.0	4425.0
152800	4429.0	4429.0
152900	4446.0	4446.0
153000	4435.0	4435.0
153100	4439.0	4439.0
153200	4444.0	4444.0
153300	4454.0	4454.0
153400	4451.0	4451.0
153500	4487.0	4487.0
153600	4466.0	4466.0
153700	4451.0	4451.0
153800	4454.0	4454.0
153900	4440.0	4440.0
154000	4458.0	4458.0
154100	4451.0	4451.0
154200	4418.0	4418.0
154300	4466.0	4466.0
154400	4491.0	4491.0
154500	4475.0	4475.0
154600	4465.0	4465.0
154700	4487.0	4487.0
154800	4462.0	4462.0
154900	4464.0	4464.0
155000	4482.0	4482.0
155100	4486.0	4486.0
155200	4493.0	4493.0
155300	4500.0	4500.0
155400	4500.0	4500.0
155500	4502.0	4502.0
155600	4495.0	4495.0
155700	4506.0	4506.0
155800	4510.0	4510.0
155900	4503.0	4503.0
156000	4538.0	4538.0
156100	4517.0	4517.0
156200	4505.0	4505.0
156300	4480.0	4480.0
156400	4513.0	4513.0
156500	4486.0	4486.0
156600	4499.0	4499.0
156700	4503.0	4503.0
156800	4529.0	4529.0
156900	4512.0	4512.0
157000	4507.0	4507.0
157100	4540.0	4540.0
157200	4552.0	4552.0
157300	4522.0	4522.0
157400	4522.0	4522.0
157500	4534.0	4534.0
157600	4537.0	4537.0
157700	4518.0	4518.0
157800	4523.0	4523.0
157900	4530.0	4530.0
158000	4522.0	4522.0
158100	4502.0	4502.0
158200	4520.0	4520.0
158300	4551.0	4551.0
158400	4534.0	4534.0
158500	4568.0	4568.0
158600	4554.0	4554.0
158700	4544.0	4544.0
158800	4541.0	4541.0
158900	4542.0	4542.0
159000	4519.0	4519.0
159100	4529.0	4529.0
159200	4580.0	4580.0
159300	4565.0	4565.0
159400	4553.0	4553.0
159500	4542.0	4542.0
159600	4555.0	4555.0
159700	4576.0	4576.0
159800	4629.0	4629.0
159900	4590.0	4590.0
160000	4626.0	4626.0
160100	4617.0	4617.0
160200	4622.0	4622.0
160300	4641.0	4641.0
160400	4639.0	4639.0
160500	4678.0	4678.0
160600	4640.0	4640.0
160700	4616.0	4616.0
160800	4594.0	4594.0
160900	4623.0	4623.0
161000	4622.0	4622.0
161100	4656.0	4656.0
161200	4661.0	4661.0
161300	4665.0	4665.0
161400	4661.0	4661.0
161500	4700.0	4700.0
161600	4674.0	4674.0
161700	4707.0	4707.0
161800	4680.0	4680.0
161900	4717.0	4717.0
162000	4750.0	4750.0
162100	4704.0	4704.0
162200	4738.0	4738.0
162300	4718.0	4718.0
162400	4706.0	4706.0
162500	4719.0	4719.0
162600	4762.0	4762.0
162700	4730.0	4730.0
162800	4742.0	4742.0
162900	4741.0	4741.0
163000	4752.0	4752.0
163100	4760.0	4760.0
163200	4782.0	4782.0
163300	4784.0	4784.0
163400	4769.0	4769.0
163500	4779.0	4779.0
163600	4796.0	4796.0
163700	4787.0	4787.0
163800	4775.0	4775.0
163900	4785.0	4785.0
164000	4768.0	4768.0
164100	4772.0	4772.0
164200	4789.0	4789.0
164300	4771.0	4771.0
164400	4753.0	4753.0
164500	4760.0	4760.0
164600	4779.0	4779.0
164700	4758.0	4758.0
164800	4789.0	4789.0
164900	4784.0	4784.0
165000	4829.0	4829.0
165100	4812.0	4812.0
165200	4810.0	4810.0
165300	4805.0	4805.0
165400	4844.0	4844.0
165500	4854.0	4854.0
165600	4842.0	4842.0
165700	4858.0	4858.0
165800	4881.0	4881.0
165900	4886.0	4886.0
166000	4891.0	4891.0
166100	4878.0	4878.0
166200	4877.0	4877.0
166300	4878.0	4878.0
166400	4881.0	4881.0
166500	4888.0	4888.0
166600	4895.0	4895.0
166700	4940.0	4940.0
166800	4920.0	4920.0
166900	4875.0	4875.0
167000	4939.0	4939.0
167100	4904.0	4904.0
167200	4960.0	4960.0
167300	4923.0	4923.0
167400	4937.0	4937.0
167500	4924.0	4924.0
167600	4924.0	4924.0
167700	4951.0	4951.0
167800	4960.0	4960.0
