#MCS	Mean_pressure	{Cells_over_pressure_threshold}
12800	32.597029011756206	24
12900	32.09043631991013	17
13000	32.23617395484081	14
13100	31.482856032495484	15
13200	32.1015142354441	17
13300	32.60570104162468	22
13400	31.627365854023054	14
13500	31.88004173221204	13
13600	31.79166209079516	15
13700	31.69447599050259	13
13800	32.121880485863585	14
13900	31.937338958235788	12
14000	31.949840313218356	20
14100	31.67205126888556	12
14200	31.81526065668574	12
14300	31.955555636833022	17
14400	31.836663293918345	14
14500	32.477710779771975	16
14600	31.50758836305061	10
14700	31.921001003303463	17
14800	31.742989876732526	14
14900	31.083764408076448	7
15000	31.91388820925157	11
15100	32.03269282335032	17
15200	31.634579957004618	16
15300	32.28557654436064	21
15400	30.879706552154012	11
15500	31.67388434369178	16
15600	31.862817675580473	11
15700	31.821349349474623	15
15800	31.853554116166553	18
15900	31.89516825716417	14
16000	32.262968259691405	20
16100	31.850660278632333	16
16200	31.859077555252224	16
16300	31.61439179328885	10
16400	32.80018531727829	22
16500	32.02085191271962	17
16600	32.22700271241392	20
16700	31.99212184622759	19
16800	32.08367895458859	14
16900	32.30850435915776	19
17000	31.824763082833734	14
17100	32.06575348598285	19
17200	32.49564060247101	14
17300	31.496304114153535	12
17400	31.919318404883317	13
17500	32.61749619260639	17
17600	31.75602477320499	16
17700	31.9997769671923	16
17800	32.24885450957471	20
17900	31.880714684287312	16
18000	31.835917859747198	12
18100	31.450875104012084	11
18200	32.170975010930825	19
18300	32.48267013842608	20
18400	32.151465455948895	14
18500	32.24184957082353	21
18600	31.570371938605003	8
18700	31.355946755584974	9
18800	31.770402508882906	16
18900	31.72248386365777	15
19000	32.065923749553825	21
19100	32.15344144615914	17
19200	32.17931308567916	13
19300	31.400564070155806	12
19400	32.03176107237604	14
19500	32.08114697029363	15
19600	32.01939334033775	20
19700	32.49762192880681	21
19800	32.30863625005417	15
19900	32.44721259055531	15
20000	32.019603126747285	13
20100	31.750503296890727	12
20200	31.978603200948445	17
20300	32.09386347341796	16
20400	32.85968734826707	20
20500	32.56151430115294	17
20600	32.38696654163452	14
20700	32.60930933938163	22
20800	33.070587041398014	20
20900	31.979658411494448	10
21000	32.53575468099348	16
21100	32.80685977062866	19
21200	32.09796131821157	14
21300	33.34670909913416	25
21400	32.65478839227713	17
21500	32.758763450303576	21
21600	32.70531499590893	21
21700	32.08452483628054	16
21800	32.83319878889517	17
21900	33.1723296901489	23
22000	32.67111660648997	16
22100	33.2851365275639	25
22200	32.705353847470526	17
22300	32.85802859438987	20
22400	32.839677164936745	22
22500	32.20085477826988	20
22600	32.70746996171297	16
22700	33.229877951998844	22
22800	33.072826576319706	19
22900	32.36456099487786	19
23000	32.862706651618645	21
23100	33.62423426924463	21
23200	33.29967907122569	26
23300	33.22385391797619	21
23400	33.411082577732415	29
23500	33.233526996892714	30
23600	33.125238984856196	24
23700	32.87656240465697	15
23800	32.644645036507676	20
23900	33.70681041110021	27
24000	33.17985698294658	21
24100	33.376994109097325	23
24200	33.15202777976027	26
24300	33.195716084457715	24
24400	33.1293551732569	26
24500	33.69648235835981	27
24600	33.20085614124955	24
24700	33.42842008385245	28
24800	32.983585529202315	21
24900	32.69453988446989	21
25000	32.79133186392075	15
25100	33.12128551837017	26
25200	33.41695366366467	35
25300	33.50071737973284	28
25400	33.083350283080044	23
25500	33.347984156366984	28
25600	33.34897188096291	25
25700	33.47134099895486	30
25800	33.23699359478556	27
25900	33.53427544058613	29
26000	33.68282740077488	26
26100	32.82839098325978	21
26200	33.51016832293607	24
26300	33.033435459741206	21
26400	33.512951007506416	25
26500	32.847844100750834	18
26600	33.284656076420376	24
26700	33.012624868594806	28
26800	33.159916403249326	20
26900	33.346726327512485	27
27000	33.722967651189094	27
27100	34.02028897846952	31
27200	33.56439101557874	28
27300	33.37570683092326	21
27400	32.99162317207131	22
27500	33.047682719600004	20
27600	33.59024798359811	30
27700	33.12703709810544	23
27800	33.29517934307644	28
27900	33.42208021925675	29
28000	33.454305300482645	25
28100	33.00445560543192	23
28200	32.6754544638409	20
28300	33.552985183239535	24
28400	33.01529916296288	30
28500	33.15655855100545	21
28600	33.358384921302296	25
28700	32.99024052123932	27
28800	33.47501546414668	29
28900	33.485223567691975	24
29000	33.748163470979335	28
29100	32.84348073566027	26
29200	33.416454138717434	25
29300	33.60515886120921	23
29400	33.15694850174739	25
29500	33.18395925688868	28
29600	33.078671318380955	24
29700	33.37528603786151	27
29800	33.664063126641985	24
29900	33.651954099418106	26
30000	33.01587405244859	22
30100	33.46573934516024	25
30200	32.79066103586475	24
30300	33.48571436217869	30
30400	32.98833700738136	20
30500	33.69985136421931	26
30600	33.228962654909644	26
30700	33.4898845220439	28
30800	33.35906715142249	22
30900	33.573578875616064	29
31000	33.78930478072383	28
31100	33.525409884849566	28
31200	33.63681074395646	32
31300	34.03022863775248	34
31400	33.215677131671626	29
31500	33.534883136259275	29
31600	34.05678954218751	36
31700	33.625190490701364	30
31800	33.97545331374627	31
31900	34.166501914921994	31
32000	34.02295688050137	30
32100	34.00630251508512	31
32200	33.37226592445693	30
32300	33.73871820433056	33
32400	33.804305915198874	30
32500	33.46518924594449	22
32600	34.26645186726079	33
32700	33.476688846686095	23
32800	33.99103731169566	29
32900	33.83885259918462	33
33000	33.850721502348186	30
33100	34.06731731799098	35
33200	33.88512792023708	33
33300	33.363126741654604	27
33400	33.642236921155444	32
33500	33.87650882657045	35
33600	34.42699902379215	38
33700	33.4859678753328	27
33800	34.336997515556256	35
33900	33.752087575390576	30
34000	33.679766251686424	27
34100	33.97733951396537	29
34200	34.34372323260475	37
34300	34.22491304173664	34
34400	34.05167404346234	40
34500	33.701702382582674	38
34600	34.11405271599912	37
34700	33.9937369814621	32
34800	34.62390959634985	38
34900	34.349112222864214	36
35000	33.79807447005145	35
35100	34.80162558838423	44
35200	34.11688475543928	33
