#MCS	AdhesionEnergy
0	23984.0
10	25845.0
20	25614.0
30	24852.0
40	25020.0
50	24792.0
60	24431.0
70	23968.0
80	23644.0
90	23868.0
100	23803.0
110	23387.0
120	23206.0
130	23214.0
140	23116.0
150	23018.0
160	22910.0
170	22651.0
180	22935.0
190	22722.0
200	22760.0
210	22436.0
220	22859.0
230	22531.0
240	22490.0
250	22815.0
260	22575.0
270	22502.0
280	22468.0
290	22428.0
300	22305.0
310	22218.0
320	22378.0
330	22085.0
340	22160.0
350	22001.0
360	22239.0
370	22142.0
380	22145.0
390	22089.0
400	22160.0
410	21961.0
420	21893.0
430	21692.0
440	22011.0
450	21812.0
460	21950.0
470	21713.0
480	21820.0
490	21453.0
500	21540.0
510	21487.0
520	21428.0
530	21022.0
540	20894.0
550	20689.0
560	21041.0
570	21068.0
580	20973.0
590	20873.0
600	20794.0
610	20777.0
620	20396.0
630	20412.0
640	20753.0
650	20484.0
660	20396.0
670	19971.0
680	20372.0
690	20141.0
700	20114.0
710	19953.0
720	20115.0
730	19895.0
740	20008.0
750	20013.0
760	19981.0
770	19950.0
780	19866.0
790	19988.0
800	19652.0
810	19483.0
820	19487.0
830	19080.0
840	19412.0
850	19430.0
860	19019.0
870	19575.0
880	18977.0
890	19469.0
900	18930.0
910	18806.0
920	18923.0
930	18973.0
940	18922.0
950	18974.0
960	18782.0
970	19010.0
980	18803.0
990	19055.0
1000	19163.0
1010	18672.0
1020	18877.0
1030	19016.0
1040	19124.0
1050	18981.0
1060	19221.0
1070	19105.0
1080	19061.0
1090	18960.0
1100	18773.0
1110	18724.0
1120	18680.0
1130	19196.0
1140	18833.0
1150	18742.0
1160	18796.0
1170	18769.0
1180	18544.0
1190	18539.0
1200	18821.0
1210	18911.0
1220	19109.0
1230	18688.0
1240	18633.0
1250	18740.0
1260	18697.0
1270	18911.0
1280	18640.0
1290	18628.0
1300	18717.0
1310	18606.0
1320	18889.0
1330	18400.0
1340	18527.0
1350	18787.0
1360	18582.0
1370	18539.0
1380	18553.0
1390	18403.0
1400	18313.0
1410	18699.0
1420	18457.0
1430	18902.0
1440	18511.0
1450	18674.0
1460	18552.0
1470	18783.0
1480	18727.0
1490	18762.0
1500	18382.0
1510	18762.0
1520	18365.0
1530	18310.0
1540	18122.0
1550	18242.0
1560	18338.0
1570	18333.0
1580	18561.0
1590	18653.0
1600	17964.0
1610	18299.0
1620	17796.0
1630	18337.0
1640	18522.0
1650	18048.0
1660	18250.0
1670	18190.0
1680	18167.0
1690	17883.0
