#MCS	VolumeEnergy
0	786.0
10	1718.0
20	1490.0
30	1938.0
40	2086.0
50	1950.0
60	2354.0
70	2076.0
80	2472.0
90	2262.0
100	2328.0
110	2244.0
120	2712.0
130	2550.0
140	2458.0
150	2412.0
160	2708.0
170	2540.0
180	2534.0
190	2822.0
200	2840.0
210	2476.0
220	2090.0
230	2242.0
240	2288.0
250	2580.0
260	2616.0
270	2718.0
280	2548.0
290	2320.0
300	2624.0
310	2314.0
320	2580.0
330	2754.0
340	2472.0
350	2306.0
360	2540.0
370	2360.0
380	2488.0
390	2378.0
400	2600.0
410	2640.0
420	2642.0
430	2584.0
440	2554.0
450	2516.0
460	2276.0
470	2338.0
480	2346.0
490	2554.0
500	2762.0
510	2492.0
520	2702.0
530	2668.0
540	3010.0
550	2732.0
560	2414.0
570	2454.0
580	2068.0
590	2278.0
600	2252.0
610	2132.0
620	2646.0
630	2636.0
640	2268.0
650	1900.0
660	2210.0
670	2192.0
680	1984.0
690	2306.0
700	2212.0
710	2198.0
720	2036.0
730	2046.0
740	1942.0
750	2026.0
760	2374.0
770	2104.0
780	2092.0
790	2176.0
800	2234.0
810	2318.0
820	1922.0
830	2358.0
840	2258.0
850	2148.0
860	2350.0
870	1722.0
880	2572.0
890	2252.0
900	2516.0
910	2338.0
920	2196.0
930	2366.0
940	1914.0
950	2344.0
960	2548.0
970	1906.0
980	2160.0
990	1886.0
1000	1786.0
1010	1890.0
1020	2016.0
1030	1952.0
1040	2010.0
1050	1738.0
1060	1830.0
1070	1768.0
1080	1858.0
1090	1812.0
1100	1932.0
1110	1698.0
1120	1862.0
1130	1814.0
1140	1930.0
1150	2026.0
1160	1548.0
1170	1824.0
1180	1820.0
1190	2064.0
1200	1904.0
1210	2048.0
1220	1718.0
1230	1864.0
1240	2118.0
1250	1738.0
1260	2030.0
1270	1892.0
1280	1778.0
1290	2202.0
1300	1812.0
1310	1788.0
1320	1564.0
1330	1976.0
1340	2116.0
1350	1642.0
1360	1676.0
1370	1830.0
1380	1912.0
1390	1784.0
1400	1716.0
1410	1860.0
1420	1706.0
1430	1902.0
1440	2136.0
1450	1930.0
1460	1650.0
1470	1716.0
1480	1650.0
1490	1776.0
1500	1706.0
1510	1608.0
1520	1886.0
1530	1910.0
1540	1516.0
1550	1748.0
1560	1772.0
1570	1722.0
1580	1426.0
1590	1790.0
1600	1890.0
1610	1848.0
1620	1914.0
1630	1738.0
1640	1884.0
1650	1718.0
1660	1716.0
1670	1808.0
1680	1688.0
1690	1946.0
1700	1532.0
1710	1742.0
1720	1600.0
1730	1636.0
1740	1554.0
1750	1818.0
1760	1586.0
1770	1634.0
1780	1724.0
1790	1670.0
1800	1462.0
1810	1790.0
1820	1584.0
1830	1790.0
1840	1664.0
1850	1370.0
1860	1518.0
1870	1564.0
1880	1584.0
1890	1868.0
1900	1642.0
1910	2060.0
1920	1824.0
1930	1662.0
1940	1566.0
1950	1808.0
1960	1508.0
1970	1634.0
1980	1518.0
1990	1696.0
2000	1504.0
2010	1628.0
2020	1564.0
2030	1584.0
2040	1728.0
2050	1662.0
2060	1586.0
2070	1670.0
2080	1684.0
2090	1602.0
2100	1694.0
2110	1726.0
2120	1378.0
2130	1646.0
2140	1778.0
2150	1590.0
2160	1698.0
2170	1492.0
2180	1596.0
2190	1694.0
2200	1744.0
2210	1818.0
2220	1516.0
2230	1450.0
2240	1644.0
2250	1608.0
2260	1466.0
2270	1404.0
2280	1704.0
2290	1782.0
2300	1544.0
2310	1580.0
2320	1452.0
2330	1598.0
2340	1846.0
2350	1934.0
2360	1658.0
2370	1730.0
2380	1522.0
2390	1854.0
2400	1716.0
2410	1672.0
2420	1618.0
2430	1530.0
2440	1624.0
2450	1606.0
2460	1768.0
2470	1924.0
2480	1546.0
2490	1716.0
2500	1370.0
2510	1422.0
2520	1524.0
2530	1590.0
2540	1872.0
2550	1418.0
2560	1650.0
2570	1604.0
2580	1388.0
2590	1954.0
2600	1584.0
2610	1762.0
2620	1396.0
2630	1510.0
2640	1828.0
2650	1604.0
2660	1534.0
2670	1456.0
2680	1498.0
2690	1668.0
2700	1524.0
2710	2056.0
2720	1428.0
2730	1680.0
2740	1828.0
2750	1598.0
2760	1622.0
2770	1546.0
2780	1638.0
2790	1662.0
2800	1460.0
2810	1572.0
2820	1784.0
2830	1434.0
2840	1416.0
2850	1378.0
2860	1756.0
2870	1568.0
2880	1372.0
2890	1602.0
2900	1882.0
2910	1394.0
2920	1646.0
2930	1570.0
2940	1828.0
2950	1442.0
2960	1424.0
2970	1970.0
2980	1604.0
2990	1436.0
3000	1642.0
3010	1640.0
3020	1276.0
3030	1506.0
3040	1714.0
3050	1364.0
3060	1666.0
3070	1682.0
3080	1554.0
3090	1684.0
3100	1576.0
3110	1650.0
3120	1570.0
3130	1798.0
3140	1644.0
3150	1782.0
3160	1688.0
3170	1536.0
3180	1340.0
3190	1388.0
3200	1576.0
3210	1500.0
3220	1792.0
3230	1790.0
3240	1526.0
3250	1722.0
3260	1558.0
3270	1592.0
3280	1324.0
3290	1590.0
3300	1544.0
3310	1474.0
3320	1578.0
3330	1342.0
3340	1448.0
3350	1510.0
3360	1270.0
3370	1452.0
3380	1880.0
3390	1552.0
3400	1408.0
3410	1632.0
3420	1652.0
3430	1362.0
3440	1444.0
3450	1410.0
3460	1526.0
3470	1454.0
3480	1318.0
3490	1422.0
3500	1420.0
3510	1610.0
3520	1390.0
3530	1574.0
3540	1478.0
3550	1552.0
3560	1300.0
3570	1476.0
3580	1488.0
3590	1378.0
3600	1318.0
3610	1450.0
3620	1552.0
3630	1146.0
3640	1572.0
3650	1564.0
3660	1282.0
3670	1470.0
3680	1648.0
3690	1568.0
3700	1548.0
3710	1570.0
3720	1736.0
3730	1534.0
3740	1518.0
3750	1436.0
3760	1580.0
3770	1376.0
3780	1542.0
3790	1602.0
3800	1614.0
3810	1426.0
3820	1358.0
3830	1346.0
3840	1424.0
3850	1648.0
3860	1774.0
3870	1424.0
3880	1638.0
3890	1440.0
3900	1626.0
3910	1732.0
3920	1860.0
3930	1510.0
3940	1412.0
3950	1646.0
3960	1402.0
3970	1516.0
3980	1662.0
3990	1706.0
4000	1680.0
4010	1468.0
4020	1612.0
4030	1426.0
4040	1642.0
4050	1454.0
4060	1622.0
4070	1836.0
4080	1794.0
4090	1784.0
4100	1422.0
4110	1588.0
4120	1380.0
4130	1450.0
4140	1472.0
4150	1948.0
4160	1514.0
4170	1340.0
4180	1554.0
4190	1354.0
4200	1850.0
4210	1564.0
4220	1484.0
4230	1604.0
4240	1764.0
4250	1476.0
4260	1436.0
4270	1416.0
4280	1426.0
4290	1506.0
4300	1422.0
4310	1496.0
4320	1524.0
4330	1460.0
4340	1644.0
4350	1438.0
4360	1870.0
4370	1610.0
4380	1640.0
4390	1242.0
4400	1488.0
4410	1878.0
4420	1412.0
4430	1284.0
4440	1486.0
4450	1726.0
4460	1464.0
4470	1476.0
4480	1404.0
4490	1724.0
4500	1592.0
4510	1642.0
4520	1696.0
4530	1574.0
4540	1654.0
4550	1422.0
4560	1572.0
4570	1496.0
4580	1646.0
4590	1714.0
4600	1462.0
4610	1798.0
4620	1722.0
4630	1574.0
4640	1594.0
4650	1706.0
4660	1776.0
4670	1842.0
4680	1510.0
4690	1408.0
4700	1726.0
4710	1704.0
4720	1698.0
4730	1632.0
4740	1540.0
4750	1580.0
4760	1622.0
4770	1548.0
4780	1614.0
4790	1520.0
4800	1654.0
4810	1206.0
4820	1536.0
4830	1412.0
4840	1518.0
4850	1974.0
4860	1662.0
4870	1612.0
4880	1550.0
4890	1550.0
4900	1322.0
4910	1434.0
4920	1552.0
4930	1272.0
4940	1382.0
4950	1610.0
4960	1416.0
4970	1534.0
4980	1686.0
4990	1430.0
5000	1392.0
5010	1540.0
5020	1668.0
5030	1380.0
5040	1234.0
5050	1450.0
5060	1260.0
5070	1418.0
5080	1218.0
5090	1438.0
5100	1344.0
5110	1534.0
5120	1576.0
5130	1618.0
5140	1438.0
5150	1740.0
5160	1514.0
5170	1592.0
5180	1522.0
5190	1356.0
5200	1660.0
5210	1512.0
5220	1482.0
5230	1582.0
5240	1450.0
5250	1310.0
5260	1424.0
5270	1312.0
5280	1500.0
5290	1574.0
5300	1734.0
5310	1292.0
5320	1586.0
5330	1408.0
5340	1570.0
5350	1544.0
5360	1606.0
5370	1310.0
5380	1684.0
5390	1430.0
5400	1446.0
5410	1584.0
5420	1576.0
5430	1274.0
5440	1396.0
5450	1150.0
5460	1418.0
5470	1448.0
5480	1434.0
5490	1406.0
5500	1414.0
5510	1446.0
5520	1448.0
5530	1560.0
5540	1382.0
5550	1202.0
5560	1542.0
5570	1294.0
5580	1448.0
5590	1598.0
5600	1500.0
5610	1516.0
5620	1628.0
5630	1286.0
5640	1546.0
5650	1452.0
5660	1532.0
5670	1394.0
5680	1240.0
5690	1200.0
5700	1408.0
5710	1574.0
5720	1352.0
5730	1496.0
5740	1344.0
5750	1430.0
5760	1504.0
5770	1790.0
5780	1778.0
5790	1628.0
5800	1414.0
5810	1254.0
5820	1628.0
5830	1630.0
5840	1254.0
5850	1318.0
5860	1598.0
5870	1466.0
5880	1510.0
5890	1346.0
5900	1340.0
5910	1424.0
5920	1378.0
5930	1642.0
5940	1544.0
5950	1268.0
5960	1648.0
5970	1574.0
5980	1636.0
5990	1646.0
6000	1624.0
6010	1554.0
6020	1936.0
6030	1472.0
6040	1676.0
6050	1436.0
6060	1606.0
6070	1630.0
6080	1790.0
6090	1574.0
6100	1670.0
6110	1436.0
6120	1830.0
6130	1566.0
6140	1656.0
6150	1476.0
6160	1448.0
6170	1406.0
6180	1520.0
6190	1772.0
6200	1628.0
6210	1602.0
6220	1532.0
6230	1454.0
6240	1630.0
6250	1282.0
6260	1518.0
6270	1462.0
6280	1144.0
6290	1410.0
6300	1258.0
6310	1200.0
6320	1334.0
6330	1732.0
6340	1498.0
6350	1568.0
6360	1522.0
6370	1358.0
6380	1546.0
6390	1570.0
6400	1542.0
6410	1674.0
6420	1562.0
6430	1502.0
6440	1550.0
6450	1642.0
6460	1494.0
6470	1520.0
6480	1504.0
6490	1388.0
6500	1664.0
6510	1368.0
6520	1270.0
6530	1614.0
6540	1646.0
6550	1492.0
6560	1322.0
6570	1324.0
6580	1614.0
6590	1180.0
6600	1452.0
6610	1576.0
6620	1504.0
6630	1476.0
6640	1614.0
6650	1464.0
6660	1512.0
6670	1370.0
6680	1682.0
6690	1572.0
6700	1740.0
6710	1810.0
6720	1764.0
6730	1536.0
6740	1620.0
6750	1226.0
6760	1416.0
6770	1410.0
6780	1706.0
6790	1378.0
6800	1418.0
6810	1500.0
6820	1260.0
6830	1588.0
6840	1340.0
6850	1424.0
6860	1648.0
6870	1420.0
6880	1532.0
6890	1546.0
6900	1542.0
6910	1680.0
6920	1520.0
6930	1438.0
6940	1252.0
6950	1726.0
6960	1438.0
6970	1432.0
6980	1592.0
6990	1254.0
7000	1428.0
7010	1414.0
7020	1768.0
7030	1398.0
7040	1608.0
7050	1444.0
7060	1414.0
7070	1804.0
7080	1596.0
7090	1544.0
7100	1534.0
7110	1514.0
7120	1550.0
7130	1284.0
7140	1410.0
7150	1432.0
7160	1442.0
7170	1694.0
7180	1354.0
7190	1546.0
7200	1694.0
7210	1606.0
7220	1544.0
7230	1512.0
7240	1622.0
7250	1468.0
7260	1352.0
7270	1762.0
7280	1444.0
7290	1608.0
7300	1664.0
7310	1410.0
7320	1468.0
7330	1454.0
7340	1710.0
7350	1552.0
7360	1320.0
7370	1514.0
7380	1516.0
7390	1386.0
7400	1742.0
7410	1540.0
7420	1330.0
7430	1432.0
7440	1368.0
7450	1330.0
7460	1418.0
7470	1640.0
7480	1404.0
7490	1762.0
7500	1816.0
7510	1568.0
7520	1536.0
7530	1664.0
7540	1348.0
7550	1568.0
7560	1468.0
7570	1512.0
7580	1594.0
7590	1562.0
